id,title,publisher,scrape_date,category,url
56a5ff88-0d5f-469d-ae3b-9fbabaef462c,"‘My Job Is to F—ing Sing’: Bad Bunny on the ‘Pride, Pain and Love’ Behind His Massive Puerto Rico Residency and the Relationships That Define Him",variety,6/18/2025,other,https://variety.com/2025/music/news/bad-bunny-puerto-rico-concerts-world-tour-1236434112/
b1c0cc46-795a-4553-b1c5-5a7c55f556af,Brad Lander's Pathetic Stunt Proves He's Desperate for Attention,realclearpolitics,6/18/2025,opinion,https://www.realclearpolitics.com/2025/06/18/brad_landers_pathetic_stunt_proves_hes_desperate_for_attention_648642.html
06228994-a752-4621-b1a8-b75b87ee28f3,LA's immigrant street vendors fear ICE raids but are still slinging tacos,businessinsider,6/18/2025,raid,https://www.businessinsider.com/la-immigrant-street-vendors-work-through-ice-raids-protests-2025-6
513e267e-76ad-4f33-a1a6-e501c3c929c9,The Trump Crackdown on Elected Officials,newyorker,6/18/2025,policy,https://www.newyorker.com/news/the-lede/the-trump-crackdown-on-elected-officials
6bb4dbb7-d5fc-45ef-913f-7dd0b3f0c331,New York City mayoral candidate finds it 'remarkable' DHS agents who arrested him were both immigrants,foxnews,6/18/2025,arrest,https://www.foxnews.com/media/new-york-city-mayoral-candidate-finds-remarkable-dhs-agents-who-arrested-him-were-both-immigrants
be2c16b9-4354-431f-87d4-e2c29a79e933,Cuomo's lead shrinks with under one week until New York City mayoral primary: poll,foxnews,6/18/2025,other,https://www.foxnews.com/politics/cuomos-lead-shrinks-under-one-week-until-new-york-city-mayoral-primary-poll
c7304daa-803c-4f9f-a939-0a5f3c731e8f,Third illegal immigrant captured after ICE facility breakout,foxnews,6/18/2025,detention,https://www.foxnews.com/us/third-illegal-immigrant-captured-after-ice-facility-breakout
ed011f76-93b7-4939-8365-844e2459ddb6,Trump admin deploys 2K more troops to blue city for anti-ICE riots,foxnews,6/18/2025,protest,https://www.foxnews.com/us/trump-admin-deploys-2000-more-troops-blue-city-anti-ice-riots
2397730e-ce61-428d-af28-64ff8b43b12c,‘The View’ Co-Host Claims Deportation Will Cause Inflation At The Grocery Store,dailycaller,6/18/2025,opinion,https://dailycaller.com/2025/06/18/the-view-co-host-claims-deportation-will-cause-inflation-at-the-grocery-store/
698b9513-9523-4e64-b121-b1566c73af58,Firsthand footage of ICE raids is both witness and resistance,latimes,6/18/2025,opinion,https://www.latimes.com/opinion/story/2025-06-18/ice-raids-smartphones-citizen-journalism
f0e4f7d1-3d54-4fc7-b7ae-53855ceae7e2,Interest rates unlikely to change and Sabrina Carpenter album sparks debate: Morning Rundown,nbcnews,6/18/2025,other,https://www.nbcnews.com/news/us-news/interest-rates-decision-sabrina-carpenter-debate-morning-rundown-rcna213669
4cb4a6dd-e290-4c3a-b723-7ff62ed3924e,Fugitive found in California after evading police for three decades,newsweek,6/18/2025,arrest,https://www.newsweek.com/fugitive-found-california-after-evading-police-three-decades-2087226
0d482241-cef6-465b-ab8d-98dbb6c07c87,Sustainable Switch: Europe’s rising racism,reuters,6/18/2025,other,https://www.reuters.com/sustainability/sustainable-switch-europes-rising-racism-2025-06-18/
2c2410ec-b224-4ef5-aab6-cd1bd70b3f1c,"Trump officials lift short-lived pause on ICE arrests at farms, hotels and restaurants",cbsnews,6/18/2025,policy,https://www.cbsnews.com/newyork/news/trump-ice-farms-hotels-restaurants/
ff1278bb-14fe-4455-9623-adf373569341,Brad Lander says ICE arrest was politically motivated,cbsnews,6/18/2025,arrest,https://www.cbsnews.com/newyork/video/brad-lander-says-ice-arrest-was-politically-motivated/
bd463bac-cea8-4287-a2f9-558c2320fe26,Trump directs immigration authorities to prioritize deportations in Democratic-run cities,cbsnews,6/18/2025,policy,https://www.cbsnews.com/newyork/news/trump-directs-ice-deportations-democratic-run-cities/
c7ca6178-87a6-4643-a194-6ace0e6ddd43,Essex Files: When Elites Think They Can Block ICE With a Shrug and a Slogan,redstate,6/18/2025,opinion,https://redstate.com/brad-essex/2025/06/18/essex-files-above-the-law-when-elites-think-they-can-block-ice-with-a-shrug-and-a-slogan-n2190588
6098a9ec-b334-4573-8f78-4535f5a9c429,Bad Bunny Posts Video Slamming ICE Raids in Puerto Rico: ‘Sons of B–ches’,billboard,6/18/2025,protest,https://www.billboard.com/music/latin/bad-bunny-video-slams-ice-immigration-raids-puerto-rico-1236001925/
4b5a529d-3dfb-41f2-bc9d-1c4ee2d56050,US Justice Department lends support for city’s lawsuit challenging California ‘sanctuary’ law,mercurynews,6/18/2025,policy,https://www.mercurynews.com/2025/06/18/us-justice-department-lends-support-for-huntington-beachs-lawsuit-challenging-california-sanctuary-law/
cd0b21e2-adf2-44dc-8bef-73c04d380359,Colorado won’t say if it will turn over Medicaid data that feds could use to find immigrants,denverpost,6/18/2025,policy,https://www.denverpost.com/2025/06/18/colorado-medicaid-trump-ice-immigrants/
d6e64c91-4032-4bd0-9927-9c4676b03178,NGOs Sound Alarm Over The Tech Underpinning EU’s Deportation Agenda,forbes,6/18/2025,policy,https://www.forbes.com/sites/freylindsay/2025/06/18/ngos-sound-alarm-over-the-tech-underpinning-eus-deportation-agenda/
9a10190e-c4ea-413d-bd1c-1322b4c50882,Senate Republicans double down and target clean energy in draft tax bill,ABC News,6/18/2025,policy,https://abcnews.go.com/US/wireStory/senate-republicans-double-target-clean-energy-draft-tax-122947568
8b39bac7-f4b3-40b7-8555-7c9fcc8e6e39,California migrants paid not to work in order to avoid ICE raids,Newsweek,6/18/2025,raid,https://www.newsweek.com/california-migrants-paid-not-work-ice-raids-2087148
5a144c93-c5d0-4009-a15a-130e56239a33,"Rafles, expulsions… la gestion de l’immigration, illustration du tournant autoritaire de Donald Trump ?",The Conversation,6/18/2025,policy,https://theconversation.com/rafles-expulsions-la-gestion-de-limmigration-illustration-du-tournant-autoritaire-de-donald-trump-259113
a82fc110-166a-494f-971c-05352b9c500c,Daywatch: Cook County preparing for $211M budget deficit,Chicago Tribune,6/18/2025,other,https://www.chicagotribune.com/2025/06/18/daywatch-cook-county-preparing-for-211m-budget-deficit-for-2026/
6535a82a-a641-4ad8-846f-9ef327e796c9,"ICE field director defends agents after ramped-up enforcement, arrests of US citizens at Chicago immigration court protest",Chicago Tribune,6/18/2025,protest,https://www.chicagotribune.com/2025/06/18/ice-chicago-protests-arrests/
9a405565-e6cb-4692-9d4d-f55a2b40e22a,Daughter of detained reporter calls his possible deportation ‘terrifying’,AJC,6/18/2025,detention,https://www.ajc.com/news/2025/06/daughter-of-detained-reporter-calls-his-possible-deportation-terrifying/
04bd6a77-b34b-441b-949b-b5add3509aa0,Support for ICE flips,Newsweek,6/18/2025,opinion,https://www.newsweek.com/ice-donald-trump-approval-rating-polls-immigration-2087184
e470349f-aed7-476d-8559-e30208601661,Arnold Schwarzenegger's immigration comments go viral,Newsweek,6/18/2025,opinion,https://www.newsweek.com/arnold-schwarzenegger-immigration-view-viral-ice-donald-trump-2087151
6007ddef-5c49-4087-98ef-3306fce7ea7f,White House has insiders convinced Trump is unfit for job: whistleblower,Alternet,6/18/2025,other,https://www.alternet.org/alternet-exclusives/trump-is-unfit/
1ff51ec6-e119-46eb-bf27-843c6f1d2afa,Arnold Schwarzenegger Says Immigrants Should Act Like Guests,BuzzFeed,6/18/2025,opinion,https://www.buzzfeed.com/stephaniesoteriou/arnold-schwarzenegger-immigrants-guests-in-america
7f710531-3e46-491a-a463-d9cbaa3b4f44,LA Residents Foil ICE Raids Using Amazon Ring’s Neighborhood Watch App,Forbes,6/18/2025,raid,https://www.forbes.com/sites/thomasbrewster/2025/06/18/la-residents-are-foiling-ice-raids-using-amazon-rings-neighborhood-watch/
bc226b5b-f96c-435d-8cc4-d111d53b9385,Detroit Lions fans among the biggest victims of merchandise scams,Detroit Free Press,6/18/2025,other,https://www.freep.com/story/news/local/michigan/2025/06/17/michigan-lions-fans-counterfeit-merchandise/84189755007/
2ccd2d0a-6a4b-4e34-bbcc-8fa7fdcf8c6b,Americans Split On Trump’s Immigration Crackdown: Majority Oppose Workplace Raids But Back Border Wall Expansion,Benzinga,6/18/2025,policy,https://www.benzinga.com/news/politics/25/06/45991327/most-americans-oppose-ice-workplace-raids-but-still-back-trumps-border-wall-survey
59bcaf9a-a316-4fb0-a45e-a6e9b651172a,Sheriff Gahler is optimistic ICE will stay out of Harford due to longstanding agreement,Baltimore Sun,6/18/2025,policy,https://www.baltimoresun.com/2025/06/18/sheriff-gahler-is-optimistic-ice-will-stay-out-of-harford-due-to-longstanding-agreement/
5918866c-5b16-4747-a404-20115d0fac3d,Letters to the Editor,The Inquirer,6/18/2025,opinion,https://www.inquirer.com/opinion/letters/letters-editor-june-18-2025-no-kings-ice-montco-20250618.html
adc6d4a4-0836-4fc9-8151-51a26c8dbe83,‘We didn’t see the daylight’: Migrant families describe prolonged detention in border facilities,CNN,6/18/2025,detention,https://www.cnn.com/2025/06/17/politics/migrant-families-children-detention
62a95baf-bab9-45ae-aae5-df7cb14e219b,At least 5 elected officials have been arrested or confronted by police while protesting Trump’s immigration policies,CNN,6/18/2025,protest,https://www.cnn.com/2025/06/18/us/elected-officials-confronted-immigration-enforcement-hnk
6a7058f4-6e6c-4d11-882e-55230a5de620,This is what it’s like to be an immigration attorney right now,CNN,6/18/2025,opinion,https://www.cnn.com/2025/06/18/us/immigration-attorney-interview-ice-raids
52eea349-26ef-4b34-a8c7-ba4864ecee5d,AP Top News at 7:14 a.m. EDT,The Inquirer,6/18/2025,other,https://www.inquirer.com/wires/ap/ap-top-news-708-am-edt-20250618.html
c15f368d-859a-4857-b63f-4350ade0a84c,Journalist live-streamed his arrest by ICE during protest,CNN,6/18/2025,arrest,https://www.cnn.com/2025/06/17/us/video/ice-arrest-protest-journalist-immigration-no-kings
be024716-df0e-40ef-af9a-c83e259d57c3,How progressive Dems beat the Norcross slate,inquirer,6/18/2025,other,https://www.inquirer.com/news/new-jersey/cherry-hill-south-jersey-progressive-democrats-ensora-cafe-us-marshals-20250618.html
758f0d3f-c8bb-4de3-bce9-39341068aa66,GOP Louisiana state senator says he's running for US Senate because incumbent Republican 'sucks',foxnews,6/18/2025,other,https://www.foxnews.com/politics/gop-louisiana-state-senator-says-hes-running-us-senate-because-incumbent-republican-sucks
0a891cca-5ffe-4a6c-a398-fc0dd586e3db,Attacks on immigrants are putting Erie’s revival in danger,inquirer,6/18/2025,opinion,https://www.inquirer.com/politics/pennsylvania/erie-pennsylvania-revival-immigration-20250618.html
fc409ca9-0f49-4f4d-b1a6-bb12b94558ef,ICE reportedly detains immigrants in CT city: People ‘petrified to even come … to get food’,courant,6/18/2025,detention,https://www.courant.com/2025/06/18/ice-presence-in-danbury-leaves-residents-shaken-painful-day/
87be7282-9b13-4526-b387-632ffea9c5d2,Suspected Tren de Aragua gang members terrorize apartment complex in shocking doorbell video,foxnews,6/18/2025,arrest,https://www.foxnews.com/us/suspected-tren-de-aragua-gang-members-terrorize-apartment-complex-shocking-doorbell-video
ed04f3d0-164d-46c8-bd9b-140cf73eced1,Louisiana racetrack ICE raid nets more than 80 illegal migrants during worksite enforcement operation,foxnews,6/18/2025,raid,https://www.foxnews.com/us/louisiana-racetrack-ice-raid-nets-more-than-80-illegal-migrants-during-worksite-enforcement-operation
90068695-a6e4-477c-b234-f5fd1ec5f310,Trump overseeing a ‘fascist regime’ says Brad Lander after arrest – US politics live,theguardian,6/18/2025,arrest,https://www.theguardian.com/us-news/live/2025/jun/18/donald-trump-brad-lander-ice-iran-israel-pakistan-india-fed-jerome-powell-us-politics-live-updates
f02bb1e7-e7a5-4f56-a291-91dedc2a5127,Bloomberg Daybreak: Trump Weighs Iran Intervention,bloomberg,6/18/2025,policy,https://www.bloomberg.com/news/audio/2025-06-18/bloomberg-daybreak-trump-weighs-iran-intervention-podcast
523a9430-502e-4b21-b285-666702a5bdc8,Gov. DeWine reacts to proposed mass deportations under Trump,dispatch,6/18/2025,policy,https://www.dispatch.com/story/news/2025/06/17/mike-dewine-ohio-governor-ice-immigration-mass-deportations/84247499007/
fb2d5b03-fa69-42ad-b1f4-261995c4fbd6,The Morning Briefing: Dems' Fave Argument for Illegals Just Took a Kick to the Groin,pjmedia,6/18/2025,opinion,https://pjmedia.com/stephen-kruiser/2025/06/18/the-morning-briefing-dems-fave-argument-for-illegals-just-took-a-kick-to-the-groin-n4940889
2bd098bc-bdb8-45ce-a8be-9b38222f10b3,Spanish-language journalist who documents immigration raids detained for ICE after protest arrest,abcnews,6/18/2025,detention,https://abcnews.go.com/US/wireStory/spanish-language-journalist-documents-immigration-raids-detained-ice-122944707
e9890fac-696b-4dc7-847a-734a1fc13e29,Baltimore ICE facility suit: Advocates call conditions ‘inhumane’,baltimoresun,6/18/2025,detention,https://www.baltimoresun.com/2025/06/18/baltimore-ice-facility-suit-advocates-call-conditions-inhumane/
2dd4ae80-433d-4236-bac9-9f9eccfd1756,"Well, You Certainly Wouldn’t Call It Presidential Underreach",nytimes,6/18/2025,opinion,https://www.nytimes.com/2025/06/18/opinion/trump-miller-immigration-ice.html
1e88c096-54cc-43b6-bf10-c66997fce876,Kristi Noem visited biohazard lab day before allergic reaction,newsweek,6/18/2025,other,https://www.newsweek.com/kristi-noem-hospital-allergic-reaction-biohazard-lab-fort-detrick-2087130
db56b613-e259-490e-8789-8c0ef6a62a31,"Hochul rips Trump, ICE after NYC official arrested at immigration court (video)",syracuse,6/18/2025,arrest,https://www.syracuse.com/politics/2025/06/hochul-rips-trump-ice-after-nyc-official-arrested-at-immigration-court-video.html
741f9364-1710-4fca-bc36-edd89e590b63,Charge: Man in car drags federal officer 300 feet during Bloomington traffic stop,startribune,6/18/2025,arrest,https://www.startribune.com/charge-man-drags-federal-officer-300-feet-with-car-during-bloomington-traffic-stop/601374920
d0063267-2a12-43d3-81f3-26c7a283919c,Spanish-language journalist who documents immigration raids detained by ICE after protest arrest,bostonglobe,6/18/2025,detention,https://www.bostonglobe.com/2025/06/17/nation/spanish-language-journalist-detained/
b3d22cac-db14-4fc0-84da-9c34ced9c393,Milford teen’s case shows us at our worst — and best,bostonglobe,6/18/2025,opinion,https://www.bostonglobe.com/2025/06/18/opinion/letters-to-the-editor-milford-teen-detention-case-ice/
1690a53e-20bb-4a0e-a55f-08fca6f9c9ae,AP Top News at 11:59 p.m. EDT,inquirer,6/18/2025,other,https://www.inquirer.com/wires/ap/ap-top-news-1127-pm-edt-20250617.html
e128ce91-4bb9-43ed-bd16-1777ff6dba2b,News Wrap: Court considers Trump’s California National Guard deployment,pbs,6/18/2025,policy,https://www.pbs.org/newshour/show/news-wrap-court-considers-trumps-california-national-guard-deployment
fd98e57a-818c-439b-a3b1-186f652a9497,"WATCH: NYC mayoral candidate Brad Lander, Gov. Hochul speak after Lander’s arrest at an immigration court",PBS,6/18/2025,arrest,https://www.pbs.org/newshour/politics/watch-nyc-mayoral-candidate-brad-lander-gov-hochul-speak-after-landers-arrest-at-an-immigration-court
62a6acd9-910c-4b60-93db-dffc2efa5f81,Portland residents are caught in crossfire as ICE protests intensify,Oregon Live,6/18/2025,protest,https://www.oregonlive.com/politics/2025/06/portland-residents-are-caught-in-crossfire-as-ice-protests-intensify.html
43fde510-f0d4-422a-97da-16f3d8de1f59,"2,000 more National Guard troops being deployed to Los Angeles, Pentagon says",CBS News,6/18/2025,other,https://www.cbsnews.com/losangeles/news/2000-national-guard-troops-deployed-los-angeles-pentagon/
820f9876-3623-4ff3-b0a3-938d3d8e53bc,Lawyers seek bail for asylum seeker arrested at Portland Immigration Court,Oregon Live,6/18/2025,arrest,https://www.oregonlive.com/crime/2025/06/lawyers-seek-bail-for-asylum-seeker-arrested-at-portland-immigration-court.html
51a35384-1eb0-425f-a470-bf07c13b2a0b,NYC Comptroller Lander: Trump Ratcheting Up Conflict to Turn U.S. into 'Police State',Breitbart,6/18/2025,opinion,https://www.breitbart.com/clips/2025/06/17/nyc-comptroller-lander-trump-ratcheting-up-conflict-to-turn-u-s-into-police-state/
69dccccc-6c84-46c8-b17c-33a44be82d42,Customers stay away from Santa Fe Springs Swap Meet after ICE raid,CBS News,6/18/2025,raid,https://www.cbsnews.com/losangeles/video/customers-stay-away-from-santa-fe-springs-swap-meet-after-ice-raid/
68398c5f-693d-4726-beea-dc5c63b936a9,Customers avoid Santa Fe Springs Swap Meet after immigration operation,CBS News,6/18/2025,raid,https://www.cbsnews.com/losangeles/news/customers-santa-fe-springs-swap-meet-immigration-operation/
b955040d-789f-4b19-bb8c-70214ef805f7,Promise Kept: Trump Blocked Every Border Migrant in May,Breitbart,6/18/2025,policy,https://www.breitbart.com/politics/2025/06/17/promise-kept-trump-blocked-every-border-migrant-may/
a5ec904a-1050-42ce-a136-dcdea27b84eb,Democrat Believes Trump's ICE Deportations Is 'Impeachable' Offense,Townhall,6/18/2025,opinion,https://townhall.com/tipsheet/saraharnold/2025/06/17/dem-believes-trumps-ice-deportations-is-impeachable-offense-n2658967
a7ba56b4-a50b-4e75-b136-eda00ad87815,'Just Like The 1992 Riots': Los Angeles Protests Compared To Historic Rodney King Rampage — 13 Years After Cop Beating Victim Was Found Dead At The Bottom of His Swimming Pool,Radar Online,6/18/2025,protest,https://radaronline.com/p/los-angeles-riots-rodney-king-comparison-death-anniversary-cop-beating-victim/
df73b8a0-01ed-4695-94f3-21b72c9d06f4,Homeland Security Secretary Kristi Noem Rushed To Hospital In DC — Just Days After Dramatic Confrontation With Democratic Senator Alex Padilla,Radar Online,6/18/2025,other,https://radaronline.com/p/homeland-security-secretary-kristi-noem-hospital-allergic-reaction/
1e8db186-cc1b-49a0-b394-7c74f8ce87ca,Anna Paulina Luna Surprises Race-Baiting Leftists By Citing Demographics Of ICE Agents,Daily Caller,6/18/2025,opinion,https://dailycaller.com/2025/06/18/anna-paulina-luna-democrats-ice-agents-demographics-race-bait/
4fe145b3-58b2-43ad-8962-a99c0c1e79a0,NYC Dem Mayoral Candidates Ain't All They're Cracked Up to Be...or Just Cracked?,HotAir,6/18/2025,opinion,https://hotair.com/tree-hugging-sister/2025/06/17/nyc-dem-mayoral-candidates-aint-all-theyre-cracked-up-to-beor-just-cracked-n3803900
c8b15e88-67a4-4d8b-8226-15737670314c,Senate Republicans seek tougher Medicaid cuts and lower SALT deduction in Trump’s big bill,San Diego Union-Tribune,6/18/2025,policy,https://www.sandiegouniontribune.com/2025/06/17/senate-tax-cuts/
b2af9dac-07a3-4994-9c3e-c66eca8d3868,Nicaraguan national charged with assaulting ICE agents in San Jose,Mercury News,6/18/2025,arrest,https://www.mercurynews.com/2025/06/17/nicaraguan-national-charged-with-assaulting-ice-agents-in-san-jose/
2d7c1378-a51f-4b36-9770-c9bff8278aed,'Barbarism': Analyst says this new Trump policy proves he was 'never about law and order',Alternet,6/18/2025,opinion,https://www.alternet.org/trump-policy-analysis/
02794cd9-798e-4b74-ab45-bdf0ff0abee0,Chicago relaunches 'Know Your Rights' campaign amid increased deportations,UPI,6/18/2025,policy,https://www.upi.com/Top_News/US/2025/06/17/chicago-know-your-rights-deportation/7631750211952/
9348b36d-a654-4105-84d8-f61f78f8021b,Kids ;cosplaying as ICE agents ; and performing raids on ;illegals ; in Roblox game,The Blaze,6/18/2025,other,https://www.theblaze.com/return/ice-agent-raids-roblox-protest
a7e1f6a3-07a9-45b5-a23d-0efdd1a317b3,Russian man arrested at Honolulu airport for alleged immigration violation,Star Advertiser,6/18/2025,arrest,https://www.staradvertiser.com/2025/06/17/breaking-news/russian-man-arrested-at-honolulu-airport-for-alleged-immigration-violation/
5dc46036-b63a-4808-84c4-d5a4d2e27487,Padilla Addresses Senate on DHS Incident: Trump Is A Tyrant Surrounded By Yes-Men And Under-Qualified Attack Dogs,RealClearPolitics,6/18/2025,opinion,https://www.realclearpolitics.com/video/2025/06/17/padilla_addresses_senate_on_dhs_incident_trump_is_a_tyrant_surrounded_by_yes-men_and_under-qualified_attack_dogs.html
29a92cd0-52e8-4aa2-9933-9bf905933f41,Render Unto Caesar... Unless It’s Polling Poorly,PJ Media,6/18/2025,opinion,https://pjmedia.com/david-manney/2025/06/17/render-unto-caesar-unless-its-polling-poorly-n4940906
271a096a-b5fd-437e-b550-ce34d30d7b34,Trump’s purges come for the U.S.’ nuclear safety board,MSNBC,6/18/2025,policy,https://www.msnbc.com/top-stories/latest/trump-nuclear-regulatory-commission-nrc-chris-hanson-rcna213590
ab1a0424-1c04-4102-8f09-1cfb25eb2d63,Judge Risks Losing 6-Figure Salary for Allegedly Helping Illegal Evade ICE,Breitbart,6/18/2025,arrest,https://www.breitbart.com/politics/2025/06/17/massachusetts-judge-risks-losing-six-figure-salary-after-allegedly-helping-illegal-alien-evade-ice/
20d6fd0e-a13f-477f-86f4-56660285ae84,Illegal Alien Crisis Compels ICE Raids,Townhall,6/18/2025,raid,https://townhall.com/columnists/johnandandyschlafly/2025/06/18/illegal-alien-crisis-compels-ice-raids-n2659006
b262833f-c333-4c1d-a85e-ff282e040d79,City Comptroller Brad Lander speaks out after his arrest by ICE agents at immigration court,CBS News,6/18/2025,arrest,https://www.cbsnews.com/newyork/video/city-comptroller-brad-lander-speaks-out-after-his-arrest-by-ice-agents-at-immigration-court/
83fdcf35-1d20-4de7-a1fe-0505569e748d,The Immigration Crackdown Is Full of Economic Contradictions,Bloomberg,6/18/2025,opinion,https://www.bloomberg.com/opinion/articles/2025-06-17/the-immigration-crackdown-is-full-of-economic-contradictions
6ff41408-798e-49ab-a371-c93df519e5df,L.A. students face 'bitter celebrations' as they graduate amid ICE raids,Seattle Times,6/18/2025,raid,https://www.seattletimes.com/nation-world/a-time-of-bitter-celebrations-joy-and-fear-as-l-a-students-graduate-amid-ice-raids/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all
5f491fac-58aa-490b-ad60-5df47f50ea98,Protester Showed Up to 'No Kings' Demonstration With a Gun—What Cops Found at His House Was Worse,Townhall,6/18/2025,protest,https://townhall.com//tipsheet/jeff-charles/2025/06/17/police-find-pipe-bombs-in-home-of-man-who-carried-firearms-at-no-kings-rally-n2658966
831d6a95-2f6a-4202-b7c7-2d47398b33d7,Political Theater or Obstruction? NYC Democrat Candidate Detained After ICE Confrontation,Townhall,6/18/2025,detention,https://townhall.com//tipsheet/dmitri-bolt/2025/06/17/nyc-mayoral-candidate-arrested-for-trying-to-escort-an-illegal-out-of-court-n2658974
3f65baf3-a7c9-44dd-bc06-f0d301b438bb,Take a Look at Some of the 'Worst of the Worst' Criminal Aliens ICE Recently Nabbed,Townhall,6/18/2025,arrest,https://townhall.com//tipsheet/leahbarkoukis/2025/06/17/dhs-releases-recent-ice-arrests-n2658897
4e923947-60ab-4d4d-b7ad-0d749ca0c8f9,Troops Were Mobilized in 3 States to Support ICE,Townhall,6/18/2025,policy,https://townhall.com//tipsheet/madelineleesman/2025/06/17/military-troops-have-been-mobilized-in-3-states-to-support-ice-hegseth-confirms-n2658971
