title,link,date,category
"70CDCR19DIG000017 P00040: Jones County (Bluebonnet Detention Facility) IGSA – Anson, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000017_P00040_Jones_Co_Bluebonnet_Det_Fac_IGSA_Anson_TX.pdf,"May 09
2025",N/A
"70CDCR20D00000004 P00022: Florence SPC – Florence, AZ",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000004_P00022_Florence_AZ.pdf,"May 09
2025",N/A
"2025 Chippewa County, Sault Sainte Marie, MI - Apr. 1-3, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/ChippewaCounty-Sault-Sainte-Marie-MI-April-1-3-2025.pdf,"May 09
2025",N/A
"2025 Limestone County Detention Center, Groesbeck, TX - Mar. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/LimestoneCoDetCntr_GroesbeckTX_Mar25-27_2025.pdf,"May 07
2025",N/A
"2025 South Louisiana Detention Center, Basile, LA - Mar. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/SouthLouisianaDetCntr_BasileLA_Mar4-6_2025.pdf,"May 05
2025",N/A
"2025 Stewart Detention Center, Lumpkin, GA - Mar. 18-20, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/StewartDetCntr_LumpkinGA_Mar18-20_2025.pdf,"May 05
2025",N/A
"70CDCR18DIG000004 P00018-P00026: Webb County Detention Center IGSA – Laredo, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000004_P00018_26_WebbCoDet_LaredoTX.pdf,"May 02
2025",N/A
"70CDCR21D00000004 P00014-P00016: Broward CDF - Pompano Beach, FL",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR21D00000004_P00014_16_BrowardCDF_PompanoBeachFL.pdf,"May 02
2025",N/A
"70CDCR20D00000008 P00012-P00017: Mesa Verde ICE Processing Facility - Bakersfield, CA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000008_P00012_17_MesaVerdeIPC_BakersfieldCA.pdf,"May 02
2025",N/A
"70CDCR20D00000006 P00017-P00018: Imperial Region CDF – Calexico, CA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000006_P00017_18_ImperialRegCDF_CalexicoCA.pdf,"May 02
2025",N/A
"70CDCR19DIG000017 P00037-P00038: Jones County (Bluebonnet Detention Facility) IGSA – Anson, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000017_P00037_38_JonesCoBluebonnetDetFacAnsonTX.pdf,"May 02
2025",N/A
"70CDCR19DIG000004 P00012: Concordia Parish (River Correctional Center) IGSA – Vidalia, LA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000004_P00012_ConcordiaParishRiverCorrCtr_FerridayLA.pdf,"May 02
2025",N/A
"EROIGSA-17-0002 P00028-P00030: Folkston IPC (Charlton County) IGSA – Folkston, GA",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA170002_P00028_30_FolkstonIPC_CharlstonCo_IGSA_FolkstonGA.pdf,"May 02
2025",N/A
"DROIGSA-09-0020 P00021: Freeborn County IGSA – Albert Lea, MN",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA090020_P00021_FreebornCo_AlbertLeaMN.pdf,"May 02
2025",N/A
"70CDCR25DIG000008 BASE: Concordia Parish (River) IGSA – Ferriday, LA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR25DIG000008_BASE_ConcordiaParishRiver_IGSA_FerridayLA.pdf,"May 02
2025",N/A
"70CDCR24DIG000003 P00003: Caroline County IGSA – Bowling Green, VA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR24DIG000003_P00003_CarolneCo_IGSA_BowlingGreenVA.pdf,"May 02
2025",N/A
"70CDCR23DIG000007 P00006-P00009: El Valle Detention Facility IGSA – Raymondville, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR23DIG000007_P00006_9_ElValleDetFacility_RaymondvilleTX.pdf,"May 02
2025",N/A
"70CDCR23DIG000001 P00006-P00009: Eloy Detention Center IGSA – Eloy, AZ",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR23DIG000001_P00006_9_EloyFac_IGSA_EloyAZ.pdf,"May 02
2025",N/A
"2025 Moshannon Valley Processing Center, Philipsburg, PA - Mar. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/MoshannonValleyProcCntr_PhilipsburgPA_Mar4-6_2025.pdf,"May 02
2025",N/A
"2025 Monroe County Detention -Dorm, Monroe, MI - Mar. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/MonroeCoDetDorm_MonroeMI_Mar11-13_2025.pdf,"May 02
2025",N/A
"2025 Kay County Justice Facility, Newkirk, OK - Mar. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/KayCoJusticeFac_NewkirkOK_Mar4-6_2025.pdf,"May 02
2025",N/A
"2025 Freeborn County Adult Detention Center, Albert Lea, MN - Mar. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/FreebornCoADC_AlbertLeaMN_Mar4-6_2025.pdf,"May 02
2025",N/A
"2025 El Valle Detention Facility, Raymondville, TX - Mar. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/ElValleDetFac_RaymondvilleTX_Mar4-6_2025.pdf,"May 02
2025",N/A
"2025 Chase County Detention Facility, Cottonwood Falls, KS - Mar. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/chaseCoDetFac_CottonwoodFallsKS_Mar11-13_2025.pdf,"May 02
2025",N/A
"2025 Cibola County Correctional Center, Milan, NM - Feb. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/cibolaCoCorrCntr_MilanNM_Feb25-27_2025.pdf,"Apr 30
2025",N/A
"Denver Contract Detention Facility – Jul. 7-11, 2024",https://www.ice.gov/doclib/foia/prea_audit/DenverCDF_DenverCO_Jul7-11_2024.pdf,"Apr 28
2025",N/A
"2025 Alexandria Staging Facility, Alexandria, LA - Feb. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/AlexandriaStagingFacility_AlexandriaLA_Feb25-27_2025.pdf,"Apr 25
2025",N/A
"2025 Pike County Correctional Facility, Lords Valley, PA - Feb. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/PikeCoCorrFac_LordsValleyPA_Feb25-27_2025.pdf,"Apr 25
2025",N/A
"2025 Kandiyohi County Jail, Wilmar, MN - Mar. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/KandiyohiCoJail_WilmarMN_Mar11-13_2025.pdf,"Apr 25
2025",N/A
"2025 Eden Detention Center, Eden, TX - Feb. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/EdenDetCntr_EdenTX_Feb25-27_2025.pdf,"Apr 25
2025",N/A
"2025 Desert View Modified Community Correctional Facility, Adelanto, CA - Feb. 25-27, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/DesertViewModifiedCommCorrFac_AdelantoCA_Feb25-27_2025.pdf,"Apr 25
2025",N/A
"EROIGSA-15-0006 P00038: Pine Prairie South Louisiana Correctional Center IGSA – Pine Prairie, LA",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA150006_P00038_SouthLouisiana_PinePrairieLA.pdf,"Apr 24
2025",N/A
"DROIGSA-09-0020 P00022: Freeborn County IGSA – Albert Lea, MN",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA090020_P00022_FreebornCo_AlbertLeaMN.pdf,"Apr 24
2025",N/A
"DROIGSA-08-0025 P00020: Monroe County IGSA – Monroe, MI",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA080025_P00020_MonroeCo_MonroeMI.pdf,"Apr 24
2025",N/A
"70CDCR19DIG000009 P00041: Torrance County IGSA – Estancia, NM",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000009_P00041_TorranceCo_EstanciaNM.pdf,"Apr 24
2025",N/A
"70CDCR18DIG000010 P00032: Laredo Processing Center (Webb County) IGSA – Laredo, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000010_P00032_LaredoProcCntrWebbCo_LaredoTX.pdf,"Apr 24
2025",N/A
"70CDCR18DIG000013 P00036: Joe Corley Detention (Montgomery County) IGSA – Conroe, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000013-P00036-JoeCorleyIGSA.pdf,"Apr 22
2025",N/A
"70CDCR19DIG000005 P00017: Jackson Parish IGSA – Jonesboro, LA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000005-P00017-JacksonParishIGSA.pdf,"Apr 22
2025",N/A
"70CDCR24DIG000006 P00003: Farmville Town IGSA – Farmville, VA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR24DIG000006-P00003-FarmvilleIGSA.pdf,"Apr 22
2025",N/A
"70CDCR23DIG000001 P00010: Eloy Detention Center IGSA – Eloy, AZ",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR23DIG000001-P00010-Eloy.pdf,"Apr 22
2025",N/A
"70CDCR19DIG000017 P00039: Jones County (Bluebonnet Detention Facility) IGSA – Anson, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000017-P00039-JonesCo-BlueBonnetDetFacIGSA.pdf,"Apr 22
2025",N/A
"70CDCR22D00000012 P00011: El Paso SPC – El Paso, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR22D00000012-P00011-ElPasoSPC.pdf,"Apr 22
2025",N/A
"DROIGSA-09-0038 P00026: Baker County Sheriff's Department IGSA – MacClenny, F",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA090038_P00026_BakerCoSheriffDept.pdf,"Apr 22
2025",N/A
"DROIGSA-07-0024 P00013: Collier County IGSA – Naples, FL",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA070024_P00013_CollierCoIGSA_NaplesFL.pdf,"Apr 22
2025",N/A
"70CDCR24DIG000018 P00002: Karnes County Residential Center IGSA – Karnes City, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR24DIG000018_P00002_KarnesCoResidentialCntr_IGSA_KarnesCityTX.pdf,"Apr 22
2025",N/A
"70CDCR20D00000012 P00021: South Texas ICE Processing Center - Pearsall, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000012_P00021_STIPC_PearsallTX.pdf,"Apr 22
2025",N/A
"70CDCR18DIG000012 P00032: South Texas Family Residential Center IGSA – Dilley, TX",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR18DIG000012_P00032_SouthTexasFRC_DilleyTX.pdf,"Apr 22
2025",N/A
"70CDCR20D00000007 P00022: Otay Mesa CDF - San Diego, CA",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR20D00000007_P00022_OtayMesaCDF_SanDiegoCA.pdf,"Apr 22
2025",N/A
"HSCEDM-15-D-00015 P00049: Northwest ICE Processing Center (NWIPC) - Tacoma, WA",https://www.ice.gov/doclib/foia/detFacContracts/HSCEDM15D00015_P00049_NWIPC_TacomaWA.pdf,"Apr 22
2025",N/A
"EROIGSA-12-0002 P00016: Pike County IGSA – Lords Valley, PA",https://www.ice.gov/doclib/foia/detFacContracts/EROIGSA-12-0002 P00016-PikeCounty-IGSA -LordsValleyPA_Redacted.pdf,"Apr 22
2025",N/A
"70CDCR25DIG000014: BASE Ozark County IGSA – Gainesville, MO",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR25DIG000014-BASEOzark County-IGSA-GainsvilleMO.pdf,"Apr 22
2025",N/A
"DROIGSA-08-0025 P00019: Monroe County IGSA – Monroe, MI",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA-08-0025 P00019-MonroeCounty-IGSA-MonroeMI.pdf,"Apr 22
2025",N/A
"70CDCR19DIG000016 P00023: Adams County Correctional Center IGSA - Natchez, MS",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR19DIG000016-P00023-Adams County-IGSA-NatchezMS.pdf,"Apr 22
2025",N/A
"70CDCR25D00000007: BASE Delaney Hall CDF – Newark, NJ",https://www.ice.gov/doclib/foia/detFacContracts/70CDCR25D00000007-BASEDelaney HallCDF-NewarkNJ.pdf,"Apr 22
2025",N/A
"2025 IAH Secure Adult Detention Facility (Polk), Livingston, TX - Feb. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/iahSecureADF_Polk_LivingstonTX_Feb11-13_2025.pdf,"Apr 10
2025",N/A
"2025 El Paso Service Processing Center, El Paso, TX - Feb. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/elPasoSPC_ElPasoTX_Feb11-13_2025.pdf,"Apr 10
2025",N/A
"2025 Florence Service Processing Center, Florence, AZ - Feb. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2025-FlorenceSPC-FlorenceAZ-Feb.pdf,"Apr 09
2025",N/A
"2025 Denver Contract Detention Facility, Aurora, CO - Feb. 11-13, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/2025-DenverContractDF-AuroraCO-Feb.pdf,"Apr 09
2025",N/A
"Updated Terminology for Communications Materials and Internal and External Communications (Mar. 31, 2025)",https://www.ice.gov/doclib/foia/policy/memo_CommsTerminology_03.31.2025.pdf,"Apr 08
2025",N/A
"2025 Webb County Detention Center, Laredo, TX - Feb. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/webbCoDetCntr_LaredoTX_Feb4-6_2025.pdf,"Apr 03
2025",N/A
"2025 South Texas ICE Processing Center, Pearsall, TX - Feb. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/southTexasIPC_PearsallTX_Feb4-6_2025.pdf,"Apr 03
2025",N/A
"2025 Polk County Jail, Des Moines, IA - Feb. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/polkCoJail_DesMoinesIA_Feb4-6_2025.pdf,"Apr 03
2025",N/A
"2025 Phelps County Jail, Holdrege, NE - Feb. 4-6, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/phelpsCoJail_HoldregeNE_Feb4-6_2025.pdf,"Apr 03
2025",N/A
"2025 Tacoma ICE Processing Center (Northwest Detention Center), Tacoma, WA - Jan. 28-30, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/tacomaIPC_TacomaWA_Jan28-30_2025.pdf,"Mar 26
2025",N/A
"2025 Houston Contract Detention Facility, Houston, TX - Jan. 28-30, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/houstonCDF_HoustonTX_Jan28-30_2025.pdf,"Mar 26
2025",N/A
"2025 Golden State Annex, McFarland, CA - Jan. 28-30, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/goldenStateAnnex_McFarlandCA_Jan28-30_2025.pdf,"Mar 26
2025",N/A
"2025 Geauga County Jail, Chardon, OH - Jan. 28-30, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/geaugaCoJail_ChardonOH_Jan28-30_2025.pdf,"Mar 26
2025",N/A
"2025 Folkston ICE Processing Center, Folkston, GA - Jan. 28-30, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/folkstonIPC_FolkstonGA_Jan28-30_2025.pdf,"Mar 26
2025",N/A
"2025 Coastal Bend Detention Facility, Robstown, TX - Feb. 4, 2025",https://www.ice.gov/doclib/foia/odo-compliance-inspections/coastalBendDetFac_RobstownTX_02.04.2025.pdf,"Mar 26
2025",N/A
"DROIGSA-07-0019 P00019: Calhoun County Jail IGSA – Battle Creek, MI",https://www.ice.gov/doclib/foia/detFacContracts/DROIGSA070019_P00019_CalhounCoJail_BattleCreekMI.pdf,"Mar 24
2025",N/A
