count,name
153,Grants
0,Laguna
0,Zuni-Ramah Navajo
0,Cimarron
1,Raton
0,Springer
0,Broadview
77,Clovis
0,Melrose
0,East De Baca
0,West De Baca
286,Anthony
25,Doña Ana-Hill
4,Fairacres
35,Hatch
204,Las Cruces
37,South Doña Ana
0,White Sands
21,Artesia
227,Carlsbad
0,Loco Hills
6,Loving
2,Bayard-Santa Rita
0,Hurley
2,Mimbres
0,Pinos Altos
6,Santa Clara
3,Silver City
1,Tyrone
0,Dilia
4,Santa Rosa
0,Vaughn
0,North Harding
0,South Harding
0,North Hidalgo
0,South Hidalgo
23,Eunice
283,Hobbs
11,Jal
28,Lovington
2,Tatum
0,Capitan
0,Carrizozo
3,Corona
3,Hondo
9,Ruidoso
2,Los Alamos
1,White Rock
4,Deming North
20,Deming South
0,Crownpoint
1,Gallup
0,Navajo Nation
1,Red Rock
0,Zuni
0,Mora
0,Wagon Mound
4,Alamogordo
0,Mescalero
260,Southeast Otero
2,Tularosa
1,House-Forrest
0,Logan-Nara Visa
0,San Jon
3,Tucumcari
9,Chimayo
0,Coyote
0,Dixon
0,Jicarilla Apache
1,Ohkay Owingeh
0,Rio Chama
5,Santa Clara Pueblo
3,South Rio Arriba
0,Tierra Amarilla
0,Vallecitos
0,West Rio Arriba
2,Dora
1,Elida
22,Portales
0,Cuba
0,Jemez-Zia
133,Rio Rancho
4,Santo Domingo-San Felipe
7,Aztec
18,Bloomfield
39,Farmington
7,Napi Headquarters
0,Naschitti
0,Nenahnezad-Burnham
0,Shiprock-Sanostee
0,Conchas Dam
1,Las Vegas
3,Pecos
0,Trementina
0,Villanueva
401,Santa Fe
14,Santa Fe North
85,Santa Fe South
8,Truth or Consequences East
0,Truth or Consequences West
0,Claunch
0,Magdalena
9,Socorro
2,Arroyo Hondo
0,Peñasco
0,Picuris
0,Questa
26,Taos
3,Taos Pueblo
0,Tres Piedras
521,Estancia
1,Mountainair-Encino
0,Clayton North
1,Clayton South
15,Belen
81,Los Lunas
"1,993",Albany
0,Berne
23,Bethlehem
4,Coeymans
99,Cohoes
387,Colonie
22,Green Island
130,Guilderland
2,Knox
7,New Scotland
0,Rensselaerville
72,Watervliet
0,Westerlo
0,Alfred
0,Allen
0,Alma
0,Almond
2,Amity
3,Andover
0,Angelica
0,Belfast
0,Birdsall
3,Bolivar
0,Burns
0,Caneadea
0,Centerville
1,Clarksville
1,Cuba
0,Friendship
0,Genesee
0,Granger
0,Grove
0,Hume
0,Independence
0,New Hudson
0,Allegany County-Oil Springs
0,Rushford
0,Scio
0,Ward
1,Wellsville
0,West Almond
0,Willing
1,Wirt
"39,722",Bronx
1,Barker
145,Broome County-Binghamton
8,Broome County-Binghamton
28,Chenango
1,Colesville
3,Conklin
19,Broome County-Dickinson
5,Fenton
4,Kirkwood
0,Lisle
17,Maine
0,Nanticoke
8,Sanford
0,Triangle
190,Union
44,Vestal
0,Windsor
0,Cattaraugus County-Allegany
0,Cattaraugus County-Allegany
0,Ashford
0,Carrollton
0,Cattaraugus County-Cattaraugus
0,Coldspring
0,Conewango
1,Dayton
0,East Otto
0,Ellicottville
0,Farmersville
0,Franklinville
0,Freedom
0,Great Valley
0,Hinsdale
0,Humphrey
0,Ischua
0,Leon
0,Little Valley
0,Lyndon
2,Machias
0,Mansfield
0,Napoli
0,New Albion
0,Cattaraugus County-Oil Springs
3,Cattaraugus County-Olean
0,Cattaraugus County-Olean
0,Otto
0,Perrysburg
0,Persia
0,Portville
1,Randolph
0,Red House
2,Cattaraugus County-Salamanca
0,Cattaraugus County-Salamanca
0,South Valley
2,Yorkshire
0,Cayuga County-County subdivisions not
29,Auburn
2,Aurelius
0,Brutus
0,Cato
0,Conquest
3,Fleming
8,Genoa
1,Ira
17,Ledyard
8,Locke
0,Mentz
0,Montezuma
5,Moravia
1,Niles
4,Owasco
14,Scipio
1,Sempronius
4,Sennett
8,Springport
1,Sterling
3,Summerhill
2,Throop
10,Venice
1,Victory
0,Chautauqua County-County subdivisions not
0,Arkwright
4,Busti
0,Carroll
0,Chautauqua County-Cattaraugus
0,Charlotte
1,Chautauqua
0,Chautauqua Lake
0,Cherry Creek
1,Clymer
55,Chautauqua County-Dunkirk
6,Chautauqua County-Dunkirk
0,Ellery
4,Ellicott
0,Ellington
0,French Creek
0,Gerry
2,Hanover
1,Harmony
26,Jamestown
1,Kiantone
0,Mina
0,North Harmony
0,Poland
6,Pomfret
8,Portland
1,Ripley
4,Sheridan
0,Sherman
0,Stockton
1,Villenova
1,Westfield
0,Chemung County-Ashland
0,Baldwin
3,Big Flats
1,Catlin
1,Chemung
18,Chemung County-Elmira
2,Chemung County-Elmira
0,Erin
10,Horseheads
5,Southport
0,Van Etten
1,Veteran
0,Afton
1,Bainbridge
1,Columbus
0,Coventry
0,German
3,Greene
0,Guilford
0,Lincklaen
0,McDonough
0,New Berlin
1,North Norwich
2,Chenango County-Norwich
1,Chenango County-Norwich
1,Otselic
2,Oxford
0,Pharsalia
0,Pitcher
0,Plymouth
1,Preston
5,Sherburne
0,Smithville
0,Smyrna
1,Altona
2,Au Sable
4,Beekmantown
1,Black Brook
1,Champlain
0,Chazy
0,Clinton County-Clinton
7,Dannemora
0,Ellenburg
0,Mooers
2,Peru
31,Clinton County-Plattsburgh
14,Clinton County-Plattsburgh
6,Saranac
2,Schuyler Falls
6,Ancram
2,Austerlitz
7,Canaan
8,Chatham
20,Claverack
1,Clermont
15,Copake
5,Gallatin
1,Germantown
6,Ghent
23,Greenport
8,Hillsdale
37,Hudson
22,Kinderhook
13,Livingston
3,New Lebanon
16,Stockport
2,Stuyvesant
1,Taghkanic
0,Cincinnatus
28,Cortland
12,Cortlandville
2,Cuyler
0,Freetown
0,Harford
2,Homer
0,Lapeer
0,Marathon
4,Preble
0,Scott
1,Solon
0,Taylor
2,Truxton
3,Virgil
0,Willet
0,Andes
0,Bovina
0,Colchester
1,Davenport
2,Delhi
7,Deposit
0,Delaware County-Franklin
0,Hamden
1,Hancock
0,Harpersfield
0,Kortright
0,Masonville
0,Meredith
22,Delaware County-Middletown
1,Roxbury
5,Sidney
0,Stamford
0,Tompkins
3,Walton
29,Amenia
43,Beacon
28,Beekman
3,Dutchess County-Clinton
89,Dover
70,East Fishkill
115,Fishkill
92,Hyde Park
48,La Grange
8,Milan
47,North East
58,Pawling
13,Pine Plains
12,Pleasant Valley
429,Dutchess County-Poughkeepsie
329,Dutchess County-Poughkeepsie
33,Red Hook
9,Rhinebeck
3,Stanford
8,Union Vale
154,Wappinger
7,Washington
0,Erie County-County subdivisions not
5,Alden
179,Amherst
4,Aurora
2,Boston
1,Brant
"1,501",Buffalo
0,Erie County-Cattaraugus
304,Cheektowaga
20,Clarence
1,Colden
7,Collins
5,Concord
4,Eden
8,Elma
7,Evans
7,Grand Island
30,Hamburg
0,Holland
82,Lackawanna
11,Lancaster
1,Marilla
0,Newstead
5,North Collins
5,Orchard Park
6,Sardinia
16,Erie County-Tonawanda
100,Erie County-Tonawanda
0,Erie County-Tonawanda
0,Wales
28,West Seneca
2,Chesterfield
0,Crown Point
2,Elizabethtown
0,Essex
0,Jay
0,Keene
1,Essex County-Lewis
0,Minerva
0,Moriah
0,Newcomb
43,North Elba
0,North Hudson
1,St. Armand
0,Schroon
0,Ticonderoga
0,Westport
0,Willsboro
0,Wilmington
0,Bangor
1,Bellmont
0,Bombay
0,Brandon
0,Franklin County-Brighton
0,Burke
2,Chateaugay
0,Constable
0,Franklin County-Dickinson
0,Duane
1,Fort Covington
0,Franklin County-Franklin
7,Harrietstown
27,Malone
0,Moira
0,St. Regis Mohawk
0,Santa Clara
1,Tupper Lake
0,Waverly
1,Westville
0,Bleecker
2,Broadalbin
1,Caroga
1,Ephratah
11,Gloversville
17,Fulton County-Johnstown
9,Fulton County-Johnstown
3,Mayfield
0,Northampton
0,Oppenheim
7,Perth
0,Stratford
1,Alabama
4,Alexander
229,Genesee County-Batavia
97,Genesee County-Batavia
1,Bergen
3,Bethany
0,Byron
2,Darien
14,Elba
9,Le Roy
0,Oakfield
4,Pavilion
5,Pembroke
11,Stafford
0,Genesee County-Tonawanda
10,Greene County-Ashland
4,Athens
3,Cairo
28,Catskill
32,Coxsackie
0,Durham
0,Greene County-Greenville
5,Halcott
8,Hunter
3,Jewett
0,Lexington
2,New Baltimore
0,Prattsville
15,Windham
0,Arietta
0,Benson
0,Hope
0,Indian Lake
0,Inlet
0,Lake Pleasant
0,Long Lake
0,Morehouse
0,Wells
1,Columbia
1,Danube
0,Fairfield
4,Frankfort
6,German Flatts
2,Herkimer
0,Litchfield
3,Herkimer County-Little Falls
1,Herkimer County-Little Falls
1,Manheim
0,Newport
0,Norway
0,Ohio
0,Russia
0,Salisbury
6,Schuyler
0,Stark
0,Warren
0,Webb
1,Winfield
0,Jefferson County-County subdivisions not
1,Adams
2,Alexandria
0,Antwerp
1,Brownville
8,Cape Vincent
5,Champion
2,Clayton
1,Ellisburg
0,Henderson
3,Hounsfield
7,Le Ray
0,Lorraine
0,Lyme
0,Orleans
3,Pamelia
3,Philadelphia
0,Rodman
1,Rutland
0,Theresa
25,Jefferson County-Watertown
4,Jefferson County-Watertown
6,Wilna
0,Worth
"86,740",Brooklyn
1,Croghan
1,Denmark
0,Diana
0,Greig
0,Harrisburg
0,Lewis County-Lewis
0,Leyden
3,Lowville
1,Lyonsdale
1,Martinsburg
0,Montague
1,New Bremen
0,Osceola
0,Pinckney
0,Turin
1,Watson
1,West Turin
7,Avon
2,Caledonia
2,Conesus
0,Geneseo
2,Groveland
0,Leicester
0,Lima
0,Livonia
4,Mount Morris
1,North Dansville
1,Nunda
0,Ossian
0,Portage
0,Sparta
0,Springwater
0,West Sparta
2,York
0,Brookfield
6,Cazenovia
1,DeRuyter
5,Eaton
1,Fenner
0,Georgetown
1,Hamilton
0,Lebanon
6,Lenox
3,Lincoln
2,Madison
1,Nelson
42,Oneida
2,Smithfield
0,Stockbridge
3,Sullivan
0,Monroe County-County subdivisions not
50,Monroe County-Brighton
17,Chili
18,Clarkson
3,East Rochester
88,Gates
162,Greece
9,Hamlin
61,Henrietta
118,Irondequoit
3,Mendon
13,Ogden
7,Parma
17,Penfield
7,Perinton
13,Pittsford
5,Riga
"1,440",Monroe County-Rochester
1,Rush
41,Sweden
18,Webster
3,Wheatland
41,Montgomery County-Amsterdam
7,Montgomery County-Amsterdam
1,Canajoharie
0,Charleston
4,Florida
3,Glen
5,Minden
3,Mohawk
2,Palatine
0,Root
0,St. Johnsville
559,Glen Cove
"10,515",Hempstead
128,Long Beach
"2,285",North Hempstead
"2,383",Oyster Bay
"33,234",Manhattan
0,Niagara County-County subdivisions not
3,Cambria
2,Hartland
3,Lewiston
21,Niagara County-Lockport
20,Niagara County-Lockport
3,Newfane
10,Niagara
125,Niagara Falls
24,North Tonawanda
6,Pendleton
0,Porter
5,Royalton
3,Somerset
0,Niagara County-Tonawanda
0,Tuscarora Nation
14,Wheatfield
0,Wilson
0,Annsville
0,Augusta
0,Ava
0,Boonville
6,Bridgewater
0,Camden
10,Deerfield
0,Florence
1,Floyd
0,Forestport
2,Kirkland
1,Lee
27,Marcy
1,Marshall
13,New Hartford
3,Paris
0,Remsen
10,Rome
1,Sangerfield
3,Sherrill
0,Steuben
1,Trenton
206,Utica
7,Vernon
3,Verona
4,Vienna
0,Western
1,Westmoreland
8,Whitestown
15,Camillus
9,Cicero
45,Clay
66,De Witt
6,Elbridge
3,Fabius
19,Geddes
4,LaFayette
5,Lysander
34,Manlius
1,Marcellus
25,Onondaga
0,Onondaga Nation
4,Otisco
8,Pompey
84,Salina
5,Skaneateles
2,Spafford
798,Syracuse
5,Tully
7,Van Buren
1,Bristol
0,Canadice
5,Ontario County-Canandaigua
5,Ontario County-Canandaigua
1,East Bloomfield
4,Farmington
35,Ontario County-Geneva
9,Ontario County-Geneva
4,Gorham
2,Hopewell
2,Manchester
0,Naples
4,Phelps
0,Richmond
4,Seneca
0,South Bristol
0,Victor
1,West Bloomfield
134,Blooming Grove
76,Orange County-Chester
37,Cornwall
26,Crawford
21,Deerpark
181,Goshen
47,Orange County-Greenville
17,Hamptonburgh
41,Highlands
701,Orange County-Middletown
7,Minisink
534,Monroe
81,Montgomery
79,Mount Hope
773,Orange County-Newburgh
694,Orange County-Newburgh
212,New Windsor
46,Port Jervis
9,Tuxedo
414,Wallkill
96,Warwick
85,Wawayanda
152,Woodbury
0,Orleans County-County subdivisions not
36,Orleans County-Albion
8,Barre
7,Carlton
1,Clarendon
14,Gaines
1,Kendall
5,Murray
9,Ridgeway
8,Shelby
3,Yates
0,Oswego County-County subdivisions not
0,Oswego County-Albion
0,Amboy
0,Boylston
0,Constantia
20,Oswego County-Fulton
9,Granby
3,Hannibal
0,Hastings
0,Mexico
1,Minetto
1,New Haven
0,Orwell
7,Oswego County-Oswego
3,Oswego County-Oswego
3,Palermo
0,Parish
0,Redfield
0,Richland
0,Sandy Creek
1,Schroeppel
3,Scriba
8,Volney
0,West Monroe
0,Williamstown
0,Burlington
0,Butternuts
0,Cherry Valley
0,Decatur
0,Edmeston
0,Exeter
1,Hartwick
1,Laurens
0,Maryland
1,Middlefield
1,Milford
0,Morris
0,New Lisbon
7,Otsego County-Oneonta
3,Otsego County-Oneonta
0,Otego
2,Otsego
0,Pittsfield
0,Plainfield
1,Richfield
0,Roseboom
0,Springfield
0,Unadilla
0,Westford
0,Worcester
214,Carmel
91,Kent
82,Patterson
28,Philipstown
59,Putnam Valley
232,Southeast
"108,733",Queens
0,Berlin
56,Brunswick
27,East Greenbush
0,Grafton
1,Hoosick
4,Nassau
23,North Greenbush
0,Petersburgh
6,Pittstown
1,Poestenkill
13,Rensselaer
1,Sand Lake
14,Schaghticoke
3,Schodack
2,Stephentown
241,Troy
"7,214",Staten Island
"1,318",Clarkstown
617,Haverstraw
286,Orangetown
"4,464",Ramapo
95,Stony Point
0,Brasher
3,Canton
0,Clare
0,Clifton
1,Colton
1,De Kalb
0,De Peyster
0,Edwards
0,Fine
3,Fowler
8,Gouverneur
0,Hammond
0,Hermon
0,Hopkinton
0,Lawrence
3,Lisbon
0,Louisville
0,Macomb
0,Madrid
0,Massena
1,Morristown
0,Norfolk
9,Ogdensburg
2,Oswegatchie
0,Parishville
0,Piercefield
1,Pierrepont
0,Pitcairn
1,Potsdam
0,Rossie
0,Russell
0,Stockholm
0,Waddington
3,Ballston
2,Charlton
54,Clifton Park
0,Corinth
0,Day
0,Edinburg
1,Galway
1,Greenfield
0,Hadley
40,Halfmoon
8,Malta
6,Mechanicville
11,Milton
4,Moreau
2,Northumberland
0,Providence
6,Saratoga
31,Saratoga Springs
5,Stillwater
17,Waterford
8,Wilton
2,Duanesburg
4,Glenville
37,Niskayuna
2,Princetown
40,Rotterdam
226,Schenectady
0,Blenheim
0,Broome
1,Carlisle
3,Cobleskill
0,Conesville
0,Esperance
0,Schoharie County-Fulton
0,Gilboa
0,Jefferson
1,Middleburgh
0,Richmondville
0,Schoharie
1,Seward
2,Sharon
0,Summit
0,Wright
0,Catharine
0,Cayuta
1,Dix
3,Hector
0,Montour
0,Orange
1,Reading
0,Tyrone
1,Covert
5,Fayette
0,Seneca County-Geneva
1,Junius
0,Lodi
1,Ovid
4,Romulus
6,Seneca Falls
1,Tyre
2,Varick
8,Waterloo
0,Addison
0,Avoca
1,Bath
0,Bradford
0,Cameron
0,Campbell
0,Canisteo
0,Caton
2,Cohocton
1,Steuben County-Corning
1,Steuben County-Corning
1,Dansville
0,Erwin
0,Steuben County-Fremont
0,Greenwood
0,Hartsville
0,Hornby
3,Hornell
1,Hornellsville
0,Howard
0,Jasper
0,Lindley
1,Prattsburgh
0,Pulteney
0,Rathbone
0,Thurston
0,Troupsburg
0,Tuscarora
0,Urbana
2,Wayland
0,Wayne
0,West Union
0,Wheeler
0,Woodhull
"2,837",Babylon
"4,650",Brookhaven
675,East Hampton
"1,692",Huntington
"6,482",Islip
9,Poospatuck
914,Riverhead
13,Shelter Island
11,Shinnecock
216,Smithtown
"1,367",Southampton
215,Southold
11,Bethel
0,Callicoon
0,Cochecton
0,Delaware
193,Fallsburg
0,Forestburgh
0,Sullivan County-Fremont
0,Highland
213,Liberty
2,Lumberland
37,Mamakating
9,Neversink
2,Rockland
189,Thompson
2,Tusten
9,Barton
0,Berkshire
0,Candor
0,Newark Valley
2,Nichols
11,Owego
0,Richford
0,Spencer
3,Tioga
1,Caroline
2,Danby
9,Dryden
4,Enfield
9,Groton
25,Tompkins County-Ithaca
18,Tompkins County-Ithaca
10,Lansing
8,Newfield
5,Ulysses
0,Denning
20,Esopus
10,Gardiner
1,Hardenburgh
7,Hurley
252,Ulster County-Kingston
9,Ulster County-Kingston
13,Lloyd
13,Marbletown
15,Marlborough
21,New Paltz
5,Olive
26,Plattekill
5,Ulster County-Rochester
16,Rosendale
37,Saugerties
0,Shandaken
36,Shawangunk
93,Ulster
53,Wawarsing
10,Woodstock
0,Bolton
0,Warren County-Chester
14,Glens Falls
0,Hague
0,Horicon
0,Johnsburg
5,Lake George
3,Lake Luzerne
11,Queensbury
0,Stony Creek
0,Thurman
1,Warrensburg
0,Argyle
1,Cambridge
0,Dresden
1,Easton
20,Fort Ann
0,Fort Edward
0,Granville
7,Greenwich
0,Hampton
1,Hartford
1,Hebron
0,Jackson
4,Kingsbury
0,Putnam
2,Salem
2,White Creek
3,Whitehall
0,Wayne County-County subdivisions not
16,Arcadia
2,Butler
0,Galen
2,Huron
0,Lyons
6,Macedon
2,Marion
1,Ontario
5,Palmyra
1,Rose
1,Savannah
55,Sodus
3,Walworth
16,Williamson
4,Wolcott
134,Bedford
337,Cortlandt
74,Eastchester
662,Greenburgh
138,Harrison
17,Lewisboro
145,Mamaroneck
158,Mount Kisco
251,Mount Pleasant
823,Mount Vernon
117,New Castle
"1,060",New Rochelle
29,North Castle
13,North Salem
927,Ossining
"1,233",Peekskill
46,Pelham
3,Pound Ridge
22,Westchester County-Rye
"1,208",Westchester County-Rye
19,Scarsdale
48,Somers
840,White Plains
"2,130",Yonkers
189,Yorktown
0,Arcade
19,Attica
4,Bennington
1,Castile
2,Covington
0,Eagle
1,Gainesville
0,Genesee Falls
2,Java
1,Middlebury
4,Orangeville
6,Perry
0,Pike
5,Sheldon
10,Warsaw
1,Wethersfield
0,Barrington
2,Benton
0,Italy
1,Jerusalem
1,Middlesex
5,Milo
2,Potter
0,Starkey
7,Torrey
12,"Township 1, Patterson"
41,"Township 2, Coble"
162,"Township 3, Boone Station"
53,"Township 4, Morton"
58,"Township 5, Faucette"
262,"Township 6, Graham"
37,"Township 7, Albright"
38,"Township 8, Newlin"
78,"Township 9, Thompson"
79,"Township 10, Melville"
65,"Township 11, Pleasant Grove"
496,"Township 12, Burlington"
75,"Township 13, Haw River"
4,Ellendale
4,Gwaltneys
2,Alexander County-Little River
3,Millers
8,Sharpes
1,Sugar Loaf
12,Taylorsville
18,Wittenburg
6,Cherry Lane
0,Alleghany County-Cranberry
28,Gap Civil
16,Glade Creek
8,Alleghany County-Piney Creek
3,Prathers Creek
7,Whitehead
2,Ansonville
12,Anson County-Burnsville
8,Gulledge
40,Lanesboro
4,Lilesville
14,Morven
16,Wadesboro
2,White Store
2,Chestnut Hill
0,Clifton
0,Creston
0,Ashe County-Elk
0,Ashe County-Grassy Creek
0,Helton
1,Horse Creek
0,Hurricane
7,Ashe County-Jefferson
0,Laurel
0,Ashe County-North Fork
2,Obids
4,Ashe County-Old Fields
0,Peak Creek
4,Pine Swamp
1,Ashe County-Piney Creek
0,Pond Mountain
2,Walnut Hill
8,West Jefferson
4,Altamont
11,Banner Elk
2,Beech Mountain
0,Carey's Flat
2,Avery County-Cranberry
4,Elk Park
1,Frank
2,Heaton
2,Hughes
14,Ingalls
6,Avery County-Linville
1,Minneapolis
2,Montezuma
4,Newland No. 1
4,Newland No. 2
4,Pineola
3,Plumtree
2,Pyatte
2,Roaring Creek
6,Bath
20,Chocowinity
37,Long Acre
17,Pantego
0,Beaufort County-Richland
62,Beaufort County-Washington
5,Colerain
0,Indian Woods
1,Merry Hill
6,Mitchell
1,Roxobel
2,Snakebite
1,Whites
6,Windsor
3,Woodville
4,Abbotts
21,Bladen County-Bethel
30,Bladenboro
2,Brown Marsh
1,Bladen County-Carvers Creek
5,Central
13,Colly
12,Bladen County-Cypress Creek
31,Elizabethtown
2,Frenches Creek
35,Hollow
8,Lake Creek
6,Turnbull
3,Bladen County-White Oak
1,Whites Creek
206,Lockwoods Folly
112,Northwest
137,Shallotte
32,Smithville
187,Town Creek
28,Brunswick County-Waccamaw
615,Buncombe County-Asheville
148,Buncombe County-Asheville
85,Avery Creek
31,Black Mountain
2,Broad River
21,Fairview
27,Flat Creek
22,French Broad
10,Ivy
117,Leicester
148,Buncombe County-Limestone
99,Lower Hominy
56,Reems Creek
5,Sandy Mush
120,Swannanoa
155,Upper Hominy
18,Drexel
49,Icard
2,Jonas Ridge
11,Burke County-Linville
9,Burke County-Lovelady
19,Burke County-Lower Creek
8,Lower Fork
185,Morganton
49,Quaker Meadows
69,Silver Creek
5,Smoky Creek
8,Upper Creek
7,Upper Fork
214,"Township 1, Harrisburg"
457,"Township 2, Poplar Tent"
130,"Township 3, Odell"
514,"Township 4, Kannapolis"
46,"Township 5, New Gilead"
17,"Township 6, Rimertown"
0,"Township 7, Gold Hill"
14,"Township 8, Mount Pleasant"
28,"Township 9, Georgeville"
34,"Township 10, Midland"
246,"Township 11, Central Cabarrus"
192,"Township 12, Concord"
0,Globe
66,Hudson
4,Johns River
8,Kings Creek
114,Lenoir
17,Caldwell County-Little River
47,Caldwell County-Lovelady
67,Caldwell County-Lower Creek
4,Caldwell County-Mulberry
28,North Catawba
12,Patterson
0,Wilson Creek
7,Yadkin Valley
0,Courthouse
0,Camden County-Shiloh
0,South Mills
0,Carteret County-Atlantic
5,Beaufort
0,Cedar Island
0,Davis
0,Harkers Island
3,Harlowe
0,Marshallberg
0,Merrimon
43,Carteret County-Morehead
19,Newport
0,Portsmouth
0,Sea Level
1,Carteret County-Smyrna
0,Stacy
1,Straits
10,Carteret County-White Oak
21,Anderson
8,Dan River
2,Hightowers
1,Leasburg
4,Locust Hill
0,Milton
10,Pelham
0,Caswell County-Stoney Creek
7,Yanceyville
14,Bandy's
25,Caldwell
8,Catawba
78,Clines
273,Hickory
23,Jacobs Fork
27,Mountain Creek
147,Newton
45,Albright
28,Baldwin
28,Bear Creek
6,Chatham County-Cape Fear
21,Chatham County-Center
24,Gulf
19,Hadley
5,Haw River
35,Hickory Mountain
276,Matthews
12,Chatham County-New Hope
14,Oakland
64,Chatham County-Williams
0,Cherokee County-Beaverdam
0,Hothouse
4,Murphy
1,Notla
0,Shoal Creek
15,Valleytown
37,"Township 1, Edenton"
15,"Township 2, Middle"
2,"Township 3, Upper"
10,"Township 4, Yeopim"
6,Brasstown
16,Clay County-Hayesville
0,Hiawassee
6,Shooting Creek
3,Sweetwater
3,Tusquittee
284,Cleveland County-Cleveland
10,Bogue
2,Bolton
4,Bug Hill
7,Cerro Gordo
15,Chadbourn
1,Fair Bluff
11,Lees
5,Ransom
11,South Williams
6,Tatums
1,Columbus County-Waccamaw
5,Welches Creek
1,Western Prong
40,Whiteville
15,Columbus County-Williams
20,Craven County-Township 1
19,Craven County-Township 2
13,Craven County-Township 3
4,Craven County-Township 5
30,Township 6
33,Township 7
82,Township 8
5,Township 9
15,Beaver Dam
27,Cumberland County-Black River
70,Cumberland County-Carvers Creek
73,Cedar Creek
328,Cross Creek
100,Eastover
59,Grays Creek
55,Manchester
106,Pearces Mill
296,Cumberland County-Rockfish
449,Seventy-First
15,Crawford
0,Fruitville
11,Moyock
121,Poplar Branch
152,Dare County-Atlantic
12,Croatan
2,East Lake
11,Hatteras
1,Kinnakeet
105,Nags Head
142,Davidson County-Abbotts Creek
1,Alleghany
75,Arcadia
27,Davidson County-Boone
47,Conrad Hill
39,Cotton Grove
18,Emmons
4,Hampton
7,Healing Spring
1,Jackson Hill
119,Lexington
218,Midway
18,Reedy Creek
26,Silver Hill
230,Thomasville
35,Tyro
2,Yadkin College
20,Calahaln
30,Clarksville
33,Farmington
10,Fulton
46,Jerusalem
80,Mocksville
14,Shady Grove
71,Albertson
42,Duplin County-Cypress Creek
94,Faison
87,Glisson
212,Island Creek
83,Kenansville
36,Duplin County-Limestone
90,Magnolia
43,Duplin County-Rockfish
68,Rose Hill
10,Smith
156,Warsaw
116,Wolfscrape
61,Carr
"2,295",Durham
81,Lebanon
14,Mangum
999,Oak Grove
"1,194",Triangle
56,"Township 1, Tarboro"
6,"Township 2, Lower Conetoe"
2,"Township 3, Upper Conetoe"
3,"Township 4, Deep Creek"
4,"Township 5, Lower Fishing Creek"
3,"Township 6, Upper Fishing Creek"
10,"Township 7, Swift Creek"
10,"Township 8, Sparta"
10,"Township 9, Otter Creek"
9,"Township 10, Lower Town Creek"
7,"Township 11, Walnut Creek"
67,"Township 12, Rocky Mount"
7,"Township 13, Cokey"
7,"Township 14, Upper Town Creek"
77,Forsyth County-Abbotts Creek
21,Belews Creek
76,Bethania
43,Broadbay
58,Clemmonsville
189,Kernersville
55,Lewisville
17,Middle Fork I
25,Middle Fork II
5,Old Richmond
1,Old Town
38,Salem Chapel
42,Forsyth County-South Fork
36,Vienna
"2,987",Winston
10,Cedar Rock
22,Franklin County-Cypress Creek
84,Dunn
58,Franklinton
8,Gold Mine
44,Franklin County-Harris
8,Franklin County-Hayesville
48,Louisburg
15,Franklin County-Sandy Creek
69,Youngsville
49,Cherryville
212,Crowders Mountain
154,Dallas
"1,978",Gastonia
128,Riverbend
262,South Point
2,Gatesville
0,Hall
2,Haslett
3,Holly Grove
0,Hunters Mill
0,Mintonsville
1,Reynoldson
7,Cheoah
1,Stecoah
1,Yellow Creek
65,Brassfield
71,Dutchville
41,Granville County-Fishing Creek
9,Oak Hill
39,Oxford
10,Granville County-Salem
12,Sassafras Fork
32,Tally Ho
11,Granville County-Walnut Grove
6,Bull Head
3,Carrs
30,Hookerton
10,Jason
16,Olds
12,Ormonds
10,Shine
14,Snow Hill
12,Speights Bridge
13,Bruce
11,Center Grove
38,Clay
81,Deep River
56,Fentress
43,Friendship
655,Gilmer
8,Greene
930,High Point
91,Jamestown
72,Guilford County-Jefferson
20,Guilford County-Madison
71,Guilford County-Monroe
"1,279",Guilford County-Morehead
39,Oak Ridge
44,Guilford County-Rock Creek
94,Sumner
8,Guilford County-Washington
1,Brinkleyville
1,Butterwood
2,Conoconnara
1,Enfield
3,Faucett
3,Halifax
5,Littleton
5,Palmyra
97,Roanoke Rapids
6,Roseneath
42,Scotland Neck
14,Weldon
68,Anderson Creek
149,Averasboro
144,Barbecue
114,Harnett County-Black River
11,Harnett County-Buckhorn
38,Duke
118,Grove
29,Hectors Creek
52,Johnsonville
35,Lillington
60,Neills Creek
13,Harnett County-Stewarts Creek
78,Upper Little River
17,Haywood County-Beaverdam
0,Cataloochee
1,Cecil
6,Clyde
1,Haywood County-Crabtree
2,East Fork
1,Fines Creek
3,Iron Duff
15,Ivy Hill
9,Jonathan Creek
10,Pigeon
59,Waynesville
1,Haywood County-White Oak
177,Henderson County-Blue Ridge
112,Clear Creek
17,Crab Creek
83,Edneyville
28,Green River
513,Hendersonville
105,Hoopers Creek
47,Mills River
15,Ahoskie
0,Harrellsville
0,Maneys Neck
10,Murfreesboro
7,St. Johns
7,Winton
13,Allendale
93,Hoke County-Antioch
19,Blue Springs
0,Fort Bragg Military Reservation
189,McLauchlin
35,Quewhiffle
116,Raeford
50,Stonewall
1,Currituck
0,Fairfield
1,Lake Landing
0,Lake Mattamuskeet
5,Ocracoke
2,Swan Quarter
39,Barringer
53,Bethany
102,Chambersburg
242,Coddle Creek
46,Iredell County-Concord
28,Cool Springs
315,Davidson
