category,casecount,subcounty,county,state
subcounty,0,Alzada-Boyes,Carter County,Montana
subcounty,0,Ekalaka,Carter County,Montana
subcounty,0,Belt,Cascade County,Montana
subcounty,0,Cascade,Sheboygan County,Wisconsin
subcounty,0,Eden-Stockett,Cascade County,Montana
subcounty,46,Great Falls,Chester County,South Carolina
subcounty,1,Great Falls North,Cascade County,Montana
subcounty,0,Monarch-Neihart,Cascade County,Montana
subcounty,0,Sun River Valley,Cascade County,Montana
subcounty,0,Big Sandy,Upshur County,Texas
subcounty,0,Fort Benton,Chouteau County,Montana
subcounty,0,Geraldine,Chouteau County,Montana
subcounty,3,Miles City,Custer County,Montana
subcounty,0,North Custer,Custer County,Montana
subcounty,0,Shirley-Ismay,Custer County,Montana
subcounty,0,South Custer,Custer County,Montana
subcounty,0,Daniels County-Fort Peck Reservation,Daniels County,Montana
subcounty,0,Scobey,Daniels County,Montana
subcounty,0,Glendive,Dawson County,Montana
subcounty,0,Richey,Dawson County,Montana
subcounty,0,Anaconda,Deer Lodge County,Montana
subcounty,0,Warm Springs,Bath County,Virginia
subcounty,0,Baker,Kidder County,North Dakota
subcounty,0,Plevna,Fallon County,Montana
subcounty,0,Denton,Denton County,Texas
subcounty,0,Grass Range,Fergus County,Montana
subcounty,0,Hanover,Chautauqua County,New York
subcounty,0,Lewistown,Mifflin County,Pennsylvania
subcounty,0,Roy,Pierce County,Washington
subcounty,0,Winifred,Fergus County,Montana
subcounty,13,Bad Rock-Columbia Heights,Flathead County,Montana
subcounty,22,Columbia Falls,Flathead County,Montana
subcounty,11,Creston-Bigfork,Flathead County,Montana
subcounty,0,Flathead County-Flathead Reservation,Flathead County,Montana
subcounty,0,Flathead County-Glacier National Park,Flathead County,Montana
subcounty,119,Kalispell,Flathead County,Montana
subcounty,12,Kalispell Northwest,Flathead County,Montana
subcounty,7,Kalispell Southwest,Flathead County,Montana
subcounty,5,Lakeside-Somers,Flathead County,Montana
subcounty,0,South Fork,Rusk County,Wisconsin
subcounty,12,Whitefish,Flathead County,Montana
subcounty,278,Belgrade,Gallatin County,Montana
subcounty,11,Big Sky,Gallatin County,Montana
subcounty,586,Bozeman,Gallatin County,Montana
subcounty,85,Gallatin Gateway,Gallatin County,Montana
subcounty,17,Manhattan,New York County,New York
subcounty,0,Three Forks,Gallatin County,Montana
subcounty,4,West Yellowstone,Gallatin County,Montana
subcounty,0,Gallatin County-Yellowstone National Park,Gallatin County,Montana
subcounty,0,North Garfield,Garfield County,Oklahoma
subcounty,0,South Garfield,Garfield County,Oklahoma
subcounty,0,Blackfeet Reservation,Glacier County,Montana
subcounty,0,Cut Bank,Bottineau County,North Dakota
subcounty,0,Glacier County-Glacier National Park,Glacier County,Montana
subcounty,0,Lavina,Golden Valley County,Montana
subcounty,0,Ryegate,Caledonia County,Vermont
subcounty,0,Drummond,Bayfield County,Wisconsin
subcounty,0,Philipsburg,Centre County,Pennsylvania
subcounty,0,Gildford,Hill County,Montana
subcounty,0,Havre,Hill County,Montana
subcounty,0,Rocky Boy's,Hill County,Montana
subcounty,0,Rudyard,Hill County,Montana
subcounty,0,Wild Horse Lake,Hill County,Montana
subcounty,0,Boulder,Sublette County,Wyoming
subcounty,0,Whitehall,Trempealeau County,Wisconsin
subcounty,0,Geyser,Judith Basin County,Montana
subcounty,0,Hobson,Judith Basin County,Montana
subcounty,3,Stanford,Dutchess County,New York
subcounty,12,Lake County-Flathead Reservation,Lake County,Montana
subcounty,0,Woods Bay-Rollins,Lake County,Montana
subcounty,0,Augusta,Eau Claire County,Wisconsin
subcounty,32,Helena,Alfalfa County,Oklahoma
subcounty,2,Lincoln,Addison County,Vermont
subcounty,1,Wolf Creek,Hutchinson County,South Dakota
subcounty,0,Chester,Dodge County,Wisconsin
subcounty,0,Joplin,Liberty County,Montana
subcounty,0,Eureka,Polk County,Wisconsin
subcounty,1,Libby,Lincoln County,Montana
subcounty,1,Troy,Orleans County,Vermont
subcounty,0,Circle,McCone County,Montana
subcounty,0,North McCone,McCone County,Montana
subcounty,0,Harrison,Washington County,Virginia
subcounty,8,Madison Valley,Madison County,Montana
subcounty,0,Sheridan,Sheridan County,Wyoming
subcounty,0,Twin Bridges,Madison County,Montana
subcounty,0,Virginia City,Storey County,Nevada
subcounty,0,Martinsdale-Ringling,Meagher County,Montana
subcounty,0,White Sulphur Springs,Meagher County,Montana
subcounty,0,Alberton,Mineral County,Montana
subcounty,0,Superior,Williams County,Ohio
subcounty,0,West End,Jefferson County,Washington
subcounty,0,Missoula County-Flathead Reservation,Missoula County,Montana
subcounty,2,Frenchtown-Wye,Missoula County,Montana
subcounty,0,Lolo,Missoula County,Montana
subcounty,68,Missoula,Missoula County,Montana
subcounty,0,Seeley Lake-Blackfoot Valley,Missoula County,Montana
subcounty,0,Klein,Musselshell County,Montana
subcounty,0,Melstone,Musselshell County,Montana
subcounty,0,Roundup,Musselshell County,Montana
subcounty,5,Gardiner-Cooke City,Park County,Montana
subcounty,11,Livingston,Spotsylvania County,Virginia
subcounty,0,Shields Valley,Park County,Montana
subcounty,0,Park County-Yellowstone National Park,Park County,Wyoming
subcounty,0,Winnett North,Petroleum County,Montana
subcounty,0,Winnett South,Petroleum County,Montana
subcounty,0,Fort Belknap Reservation,Phillips County,Montana
subcounty,0,Malta,Morgan County,Ohio
subcounty,0,South Phillips,Phillips County,Montana
subcounty,0,Whitewater,Hamilton County,Ohio
subcounty,0,Blackfeet Reservation East,Pondera County,Montana
subcounty,0,Blackfeet Reservation West,Pondera County,Montana
subcounty,2,Conrad,Pondera County,Montana
subcounty,0,Valier-Dupuyer,Pondera County,Montana
subcounty,0,Broadus,Powder River County,Montana
subcounty,0,East Powder River,Powder River County,Montana
subcounty,0,Otter,Powder River County,Montana
subcounty,0,Avon-Elliston,Powell County,Montana
subcounty,0,Deer Lodge,Powell County,Montana
subcounty,0,Helmville,Powell County,Montana
subcounty,0,Terry North,Prairie County,Montana
subcounty,0,Terry South,Prairie County,Montana
subcounty,0,Darby,Ravalli County,Montana
subcounty,0,Hamilton,La Crosse County,Wisconsin
subcounty,0,Stevensville,King and Queen County,Virginia
subcounty,0,Sula,Ravalli County,Montana
subcounty,0,Victor,Towner County,North Dakota
subcounty,0,Fairview,Major County,Oklahoma
subcounty,0,Lambert,Richland County,Montana
subcounty,0,Savage-Crane,Richland County,Montana
subcounty,2,Sidney,Perkins County,South Dakota
subcounty,0,East Roosevelt,Roosevelt County,Montana
subcounty,0,Roosevelt County-Fort Peck Reservation,Roosevelt County,Montana
subcounty,0,Ashland,Hanover County,Virginia
subcounty,0,Forsyth,Rosebud County,Montana
subcounty,0,Rosebud County-Northern Cheyenne Reservati,Rosebud County,Montana
subcounty,0,Rosebud County-North of the Yellowstone,Rosebud County,Montana
subcounty,0,Rosebud,Falls County,Texas
subcounty,0,Sanders County-Flathead Reservation,Sanders County,Montana
subcounty,0,Plains,Rockingham County,Virginia
subcounty,0,Thompson Falls-West End,Sanders County,Montana
subcounty,0,Sheridan County-Fort Peck Reservation,Sheridan County,Montana
subcounty,0,Medicine Lake,Sheridan County,Montana
subcounty,0,Plentywood,Sheridan County,Montana
subcounty,0,Westby,Vernon County,Wisconsin
subcounty,3,Butte,Mellette County,South Dakota
subcounty,0,Butte-Silver Bow Northwest,Silver Bow County,Montana
subcounty,0,Butte-Silver Bow South,Silver Bow County,Montana
subcounty,0,Absarokee,Stillwater County,Montana
subcounty,0,Columbus,Colorado County,Texas
subcounty,0,North Stillwater,Stillwater County,Montana
subcounty,0,Park City,Summit County,Utah
subcounty,0,Sweet Grass County-North of the Yellowston,Sweet Grass County,Montana
subcounty,2,South of the Yellowstone,Sweet Grass County,Montana
subcounty,0,Choteau,Teton County,Montana
subcounty,0,Dutton-Power,Teton County,Montana
subcounty,0,Fairfield,Sauk County,Wisconsin
subcounty,1,Shelby,La Crosse County,Wisconsin
subcounty,0,Sunburst,Campbell County,Virginia
subcounty,0,North Treasure,Treasure County,Montana
subcounty,0,South Treasure,Treasure County,Montana
subcounty,0,Valley County-Fort Peck Reservation,Valley County,Montana
subcounty,0,Glasgow,Beaver County,Pennsylvania
subcounty,0,Hinsdale,Cattaraugus County,New York
subcounty,0,Opheim,Valley County,Montana
subcounty,0,South Valley,Rolette County,North Dakota
subcounty,0,Harlowton,Wheatland County,Montana
subcounty,0,Judith Gap-Shawmut,Wheatland County,Montana
subcounty,0,Pine Hill-St. Phillips,Wibaux County,Montana
subcounty,0,Wibaux,Wibaux County,Montana
subcounty,190,Billings,Noble County,Oklahoma
subcounty,1,Huntley Project,Yellowstone County,Montana
subcounty,27,Laurel,Hocking County,Ohio
subcounty,0,Northeast Yellowstone,Yellowstone County,Montana
subcounty,12,Northwest Yellowstone,Yellowstone County,Montana
subcounty,1,Shepherd,Walsh County,North Dakota
subcounty,14,South Yellowstone,Yellowstone County,Montana
subcounty,2,Ayr,Fulton County,Pennsylvania
subcounty,5,Adams County-Blaine,Adams County,Nebraska
subcounty,0,Adams County-Cottonwood,Adams County,Nebraska
subcounty,7,Denver,Kingsbury County,South Dakota
subcounty,0,Adams County-Hanover,Adams County,Nebraska
subcounty,249,Hastings,Cambria County,Pennsylvania
subcounty,2,Adams County-Highland,Adams County,Pennsylvania
subcounty,0,Juniata,Adams County,Nebraska
subcounty,0,Kenesaw,Adams County,Nebraska
subcounty,0,Little Blue,Adams County,Nebraska
subcounty,0,Adams County-Logan,Adams County,Nebraska
subcounty,0,Roseland,Tripp County,South Dakota
subcounty,0,Silver Lake,Kenosha County,Wisconsin
subcounty,0,Verona,Allegheny County,Pennsylvania
subcounty,0,Wanda,Adams County,Nebraska
subcounty,3,Adams County-West Blue,Adams County,Nebraska
subcounty,0,Zero,Adams County,Nebraska
subcounty,0,Bazile,Antelope County,Nebraska
subcounty,0,Antelope County-Blaine,Antelope County,Nebraska
subcounty,0,Burnett,Dodge County,Wisconsin
subcounty,0,Antelope County-Cedar,Antelope County,Nebraska
subcounty,1,Antelope County-Clearwater,Antelope County,Nebraska
subcounty,0,Crawford,McLennan County,Texas
subcounty,0,Antelope County-Custer,Antelope County,Nebraska
subcounty,0,Antelope County-Eden,Antelope County,Nebraska
subcounty,0,Elgin,Bastrop County,Texas
subcounty,0,Ellsworth,Washington County,Pennsylvania
subcounty,0,Antelope County-Elm,Antelope County,Nebraska
subcounty,0,Frenchtown,Hunterdon County,New Jersey
subcounty,1,Antelope County-Garfield,Antelope County,Nebraska
subcounty,0,Antelope County-Grant,Antelope County,Nebraska
subcounty,0,Antelope County-Lincoln,Antelope County,Nebraska
subcounty,0,Antelope County-Logan,Antelope County,Nebraska
subcounty,0,Antelope County-Neligh,Antelope County,Nebraska
subcounty,0,Antelope County-Neligh,Antelope County,Nebraska
subcounty,0,Oakdale,Allegheny County,Pennsylvania
subcounty,0,Antelope County-Ord,Antelope County,Nebraska
subcounty,4,Royal,Ramsey County,North Dakota
subcounty,0,Antelope County-Sherman,Antelope County,Nebraska
subcounty,0,Antelope County-Stanton,Antelope County,Nebraska
subcounty,0,Antelope County-Tilden,Antelope County,Nebraska
subcounty,2,Antelope County-Verdigris,Antelope County,Nebraska
subcounty,0,Willow,Richland County,Wisconsin
subcounty,0,Arthur,Chippewa County,Wisconsin
subcounty,0,Long Springs,Banner County,Nebraska
subcounty,0,Brewster,Blaine County,Nebraska
subcounty,0,Dunning,Blaine County,Nebraska
subcounty,0,Purdum,Blaine County,Nebraska
subcounty,6,Boone County-Beaver,Boone County,Nebraska
subcounty,0,Boone,Franklin County,Virginia
subcounty,0,Boone County-Cedar,Boone County,Nebraska
subcounty,0,Dublin-Bonanza,Boone County,Nebraska
subcounty,0,North Branch-Shell Creek,Boone County,Nebraska
subcounty,0,North Manchester,Boone County,Nebraska
subcounty,0,Boone County-Oakland,Boone County,Nebraska
subcounty,0,Southeast Manchester,Boone County,Nebraska
subcounty,0,Southwest Manchester,Boone County,Nebraska
subcounty,9,Eleven,Box Butte County,Nebraska
subcounty,0,Fifteen,Box Butte County,Nebraska
subcounty,0,Basin,Boyd County,Nebraska
subcounty,0,Bristow,Creek County,Oklahoma
subcounty,0,Bush,Eddy County,North Dakota
subcounty,0,Butte,Mellette County,South Dakota
subcounty,0,Lynch,Boyd County,Nebraska
subcounty,0,McCulley,Boyd County,Nebraska
subcounty,1,Boyd County-Morton,Boyd County,Nebraska
subcounty,0,Boyd County-Mullen,Boyd County,Nebraska
subcounty,8,Spencer,McCook County,South Dakota
subcounty,1,Brown County-Ainsworth,Brown County,Nebraska
subcounty,0,Brown County-Ainsworth,Brown County,Nebraska
subcounty,0,Johnstown,Cambria County,Pennsylvania
subcounty,0,North Pine,Brown County,Nebraska
subcounty,0,South Pine,Brown County,Nebraska
subcounty,0,Buffalo County-Precinct 1,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 2,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 3,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 4,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 5,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 6,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 7,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 8,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 9,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 10,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 11,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 12,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 13,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 14,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 15,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 16,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 17,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 18,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 19,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 20,Buffalo County,Nebraska
subcounty,0,Buffalo County-Precinct 21,Buffalo County,Nebraska
subcounty,0,Precinct 22,Buffalo County,Nebraska
subcounty,0,Precinct 23,Buffalo County,Nebraska
subcounty,0,Precinct 24,Buffalo County,Nebraska
subcounty,0,Precinct 25,Buffalo County,Nebraska
subcounty,0,Precinct 26,Buffalo County,Nebraska
subcounty,0,Precinct 27,Buffalo County,Nebraska
subcounty,0,Precinct 28,Buffalo County,Nebraska
subcounty,0,Precinct 29,Buffalo County,Nebraska
subcounty,0,Arizona,Burt County,Nebraska
subcounty,0,Bell Creek,Burt County,Nebraska
subcounty,0,Craig,Burt County,Nebraska
subcounty,0,Decatur,Green County,Wisconsin
subcounty,5,Burt County-Everett,Burt County,Nebraska
subcounty,1,Burt County-Logan,Burt County,Nebraska
subcounty,0,Burt County-Oakland,Burt County,Nebraska
subcounty,0,Burt County-Oakland,Burt County,Nebraska
subcounty,0,Pershing,Taylor County,Wisconsin
subcounty,0,Quinnebaugh,Burt County,Nebraska
subcounty,0,Burt County-Riverside,Burt County,Nebraska
subcounty,0,Burt County-Silver Creek,Burt County,Nebraska
subcounty,0,Burt County-Summit,Burt County,Nebraska
subcounty,1,Tekamah,Burt County,Nebraska
subcounty,12,Alexis,Butler County,Nebraska
subcounty,1,Bone Creek,Butler County,Nebraska
subcounty,0,Butler County-Center,Butler County,Pennsylvania
subcounty,9,David City,Butler County,Nebraska
subcounty,1,Butler County-Franklin,Butler County,Pennsylvania
subcounty,2,Linwood,Portage County,Wisconsin
subcounty,0,Butler County-Oak Creek,Butler County,Nebraska
subcounty,1,Butler County-Olive,Butler County,Nebraska
subcounty,0,Butler County-Platte,Butler County,Nebraska
subcounty,0,Butler County-Plum Creek,Butler County,Nebraska
subcounty,4,Read,Butler County,Nebraska
subcounty,0,Reading,Windsor County,Vermont
subcounty,0,Richardson,Butler County,Nebraska
subcounty,0,Savannah,Jackson County,North Carolina
subcounty,0,Skull Creek,Butler County,Nebraska
subcounty,0,Butler County-Summit,Butler County,Pennsylvania
subcounty,0,Ulysses,Tompkins County,New York
subcounty,0,Butler County-Union,Butler County,Nebraska
subcounty,0,Avoca,Iowa County,Wisconsin
subcounty,0,Cass County-Center,Cass County,Nebraska
subcounty,2,East Rock Bluff,Cass County,Nebraska
subcounty,0,Eight Mile Grove,Cass County,Nebraska
subcounty,0,Elmwood,Pierce County,Wisconsin
subcounty,0,Greenwood,Tripp County,South Dakota
subcounty,0,Cass County-Liberty,Cass County,Nebraska
subcounty,0,Louisville,Stark County,Ohio
subcounty,0,Mount Pleasant,Titus County,Texas
subcounty,0,Nehawka,Cass County,Nebraska
subcounty,8,Cass County-Plattsmouth,Cass County,Nebraska
subcounty,4,Cass County-Plattsmouth,Cass County,Nebraska
subcounty,0,Salt Creek,Cass County,Nebraska
subcounty,1,South Bend,Armstrong County,Pennsylvania
subcounty,0,Stove Creek,Cass County,Nebraska
subcounty,0,Tipton,Tillman County,Oklahoma
subcounty,0,Cass County-Weeping Water,Cass County,Nebraska
subcounty,0,Cass County-Weeping Water,Cass County,Nebraska
subcounty,4,West Rock Bluff,Cass County,Nebraska
subcounty,1,Hartington,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 1,Cedar County,Nebraska
subcounty,1,Cedar County-Precinct 2,Cedar County,Nebraska
subcounty,1,Cedar County-Precinct 3,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 4,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 5,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 6,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 7,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 8,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 9,Cedar County,Nebraska
subcounty,0,Precinct 9A,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 10,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 11,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 12,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 13,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 14,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 15,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 16,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 17,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 18,Cedar County,Nebraska
subcounty,1,Cedar County-Precinct 19,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 20,Cedar County,Nebraska
subcounty,0,Cedar County-Precinct 21,Cedar County,Nebraska
subcounty,3,Randolph,Orange County,Vermont
subcounty,0,Champion-Lamar,Chase County,Nebraska
subcounty,4,Imperial East,Chase County,Nebraska
subcounty,2,Imperial Rural,Chase County,Nebraska
subcounty,5,Imperial West,Chase County,Nebraska
subcounty,0,Wauneta,Chase County,Nebraska
subcounty,0,Barley,Cherry County,Nebraska
subcounty,0,Cherry County-Cleveland,Cherry County,Nebraska
subcounty,0,Cody,Park County,Wyoming
subcounty,0,Crookston,Cherry County,Nebraska
subcounty,0,Gillaspie,Cherry County,Nebraska
subcounty,0,Goose Creek,Union County,North Carolina
subcounty,0,Kennedy,Charles Mix County,South Dakota
subcounty,0,Kilgore,Cherry County,Nebraska
subcounty,0,King,Lincoln County,Wisconsin
subcounty,0,Lackey,Cherry County,Nebraska
subcounty,0,Cherry County-Loup,Cherry County,Nebraska
subcounty,0,Merriman,Cherry County,Nebraska
subcounty,0,Mother Lake,Cherry County,Nebraska
subcounty,0,Nenzel,Cherry County,Nebraska
subcounty,0,Cherry County-Russell,Cherry County,Nebraska
subcounty,8,Cherry County-Valentine,Cherry County,Nebraska
subcounty,2,Cherry County-Valentine,Cherry County,Nebraska
subcounty,0,Wells,Monroe County,Wisconsin
subcounty,0,Wood Lake,Benson County,North Dakota
subcounty,0,Gurley,Cheyenne County,Nebraska
subcounty,0,Lodgepole,Perkins County,South Dakota
subcounty,0,Potter,Calumet County,Wisconsin
subcounty,13,Sidney,Perkins County,South Dakota
subcounty,0,Sidney 2,Cheyenne County,Nebraska
subcounty,0,Sidney 3,Cheyenne County,Nebraska
subcounty,1,Sidney 4,Cheyenne County,Nebraska
subcounty,0,Sidney 5,Cheyenne County,Nebraska
subcounty,0,Union Valley,Cheyenne County,Nebraska
subcounty,6,Clay Center,Clay County,Nebraska
subcounty,0,Edgar,Marathon County,Wisconsin
subcounty,0,Clay County-Eldorado,Clay County,Nebraska
subcounty,0,Clay County-Fairfield,Clay County,Nebraska
subcounty,0,Glenvil,Clay County,Nebraska
subcounty,10,Harvard,Clay County,Nebraska
subcounty,0,Inland,Clay County,Nebraska
subcounty,0,Leicester,Addison County,Vermont
subcounty,1,Lewis,Mason County,West Virginia
subcounty,0,Clay County-Logan,Clay County,Nebraska
subcounty,0,Clay County-Lone Tree,Clay County,Nebraska
subcounty,0,Lynn,Clark County,Wisconsin
subcounty,0,Marshall,Fauquier County,Virginia
subcounty,1,School Creek,Clay County,Nebraska
subcounty,0,Clay County-Sheridan,Clay County,Nebraska
subcounty,0,Spring Ranch,Clay County,Nebraska
subcounty,17,Clay County-Sutton,Clay County,Nebraska
subcounty,1,Clay County-Sutton,Clay County,Nebraska
subcounty,3,Colfax County-Adams,Colfax County,Nebraska
subcounty,6,Colfax,Rutherford County,North Carolina
subcounty,20,Colfax County-Grant,Colfax County,Nebraska
subcounty,2,Colfax County-Lincoln,Colfax County,Nebraska
subcounty,1,Colfax County-Maple Creek,Colfax County,Nebraska
subcounty,6,Colfax County-Midland,Colfax County,Nebraska
subcounty,22,Colfax County-Richland,Colfax County,Nebraska
subcounty,9,Rogers,Bell County,Texas
subcounty,542,Colfax County-Schuyler,Colfax County,Nebraska
subcounty,35,Colfax County-Schuyler,Colfax County,Nebraska
subcounty,13,Colfax County-Shell Creek,Colfax County,Nebraska
subcounty,2,Colfax County-Stanton,Colfax County,Nebraska
subcounty,1,Wilson,Washington County,Virginia
subcounty,0,Bancroft,Kingsbury County,South Dakota
subcounty,1,Beemer,Cuming County,Nebraska
subcounty,1,Cuming County-Bismark,Cuming County,Nebraska
subcounty,1,Cuming County-Blaine,Cuming County,Nebraska
subcounty,1,Cuming County-Cleveland,Cuming County,Nebraska
subcounty,1,Cuming County-Cuming,Cuming County,Nebraska
subcounty,1,Cuming County-Elkhorn,Cuming County,Nebraska
subcounty,2,Cuming County-Garfield,Cuming County,Nebraska
subcounty,1,Cuming County-Grant,Cuming County,Nebraska
subcounty,0,Cuming County-Lincoln,Cuming County,Nebraska
subcounty,1,Cuming County-Logan,Cuming County,Nebraska
subcounty,1,Monterey,Highland County,Virginia
subcounty,0,Cuming County-Neligh,Cuming County,Nebraska
subcounty,2,St. Charles,Lee County,South Carolina
subcounty,5,Cuming County-Sherman,Cuming County,Nebraska
subcounty,30,West Point,Columbia County,Wisconsin
subcounty,5,Cuming County-Wisner,Cuming County,Nebraska
subcounty,1,Cuming County-Wisner,Cuming County,Nebraska
subcounty,0,Algernon,Custer County,Nebraska
subcounty,4,Ansley,Custer County,Nebraska
subcounty,0,Arnold,Westmoreland County,Pennsylvania
subcounty,2,Berwyn,Custer County,Nebraska
subcounty,25,Custer County-Broken Bow,Custer County,Nebraska
subcounty,5,Custer County-Broken Bow,Custer County,Nebraska
subcounty,0,Cliff,Custer County,Nebraska
subcounty,0,Comstock,Custer County,Nebraska
subcounty,0,Corner,Custer County,Nebraska
subcounty,0,Custer County-Custer,Custer County,South Dakota
subcounty,0,Delight,Custer County,Nebraska
subcounty,0,Douglas Grove,Custer County,Nebraska
subcounty,0,East Custer,Custer County,South Dakota
subcounty,0,Elim,Custer County,Nebraska
subcounty,0,Custer County-Elk Creek,Custer County,Nebraska
subcounty,1,Custer County-Garfield,Custer County,Nebraska
subcounty,0,Custer County-Grant,Custer County,Nebraska
subcounty,0,Custer County-Hayes,Custer County,Nebraska
subcounty,1,Kilfoil,Custer County,Nebraska
subcounty,0,Lillian,Custer County,Nebraska
subcounty,1,Custer County-Loup,Custer County,Nebraska
subcounty,0,Milburn,Custer County,Nebraska
subcounty,0,Myrtle,Mountrail County,North Dakota
subcounty,1,Ryno,Custer County,Nebraska
subcounty,0,Sargent,Sargent County,North Dakota
subcounty,0,Custer County-Spring Creek,Custer County,Nebraska
subcounty,0,Triumph,Warren County,Pennsylvania
subcounty,2,Victoria,Aguadilla Municipio,
subcounty,0,Wayne,Augusta County,Virginia
subcounty,0,Westerville,Franklin County,Ohio
subcounty,0,West Union,Steuben County,New York
subcounty,0,Custer County-Wood River,Custer County,Nebraska
subcounty,79,Covington,Wyoming County,New York
subcounty,5,Dakota,Waushara County,Wisconsin
subcounty,19,Dakota City,Dakota County,Nebraska
subcounty,5,Dakota County-Emerson,Dakota County,Nebraska
subcounty,0,Hubbard,Marion County,Oregon
subcounty,0,Omadi,Dakota County,Nebraska
subcounty,1,St. Johns,Hertford County,North Carolina
subcounty,489,South Sioux City,Dakota County,Nebraska
subcounty,0,Precinct 01,Dawes County,Nebraska
subcounty,0,Precinct 02,Dawes County,Nebraska
subcounty,0,Precinct 03,Dawes County,Nebraska
subcounty,0,Precinct 04,Dawes County,Nebraska
subcounty,0,Precinct 05,Dawes County,Nebraska
subcounty,0,Precinct 06,Dawes County,Nebraska
subcounty,0,Precinct 07,Dawes County,Nebraska
subcounty,0,Precinct 08,Dawes County,Nebraska
subcounty,3,Precinct 09,Dawes County,Nebraska
subcounty,0,Dawes County-Precinct 10,Dawes County,Nebraska
subcounty,0,Dawes County-Precinct 11,Dawes County,Nebraska
subcounty,16,Coyote,Rio Arriba County,New Mexico
subcounty,43,Dawson County-Cozad,Dawson County,Nebraska
subcounty,2,Dawson County-Cozad,Dawson County,Nebraska
subcounty,2,Dawson County-Fairview,Dawson County,Nebraska
subcounty,0,Farnam,Dawson County,Nebraska
subcounty,1,German,Hutchinson County,South Dakota
subcounty,7,Gillan,Dawson County,Nebraska
subcounty,2,Dawson County-Gothenburg,Dawson County,Nebraska
subcounty,0,Dawson County-Gothenburg,Dawson County,Nebraska
subcounty,35,Dawson County-Grant,Dawson County,Nebraska
subcounty,0,Kennebec,Lyman County,South Dakota
subcounty,596,Dawson County-Lexington,Dawson County,Nebraska
subcounty,54,Dawson County-Lexington,Dawson County,Nebraska
subcounty,10,Overton,Rusk County,Texas
subcounty,11,Dawson County-Platte,Dawson County,Nebraska
subcounty,3,Ringgold,Jefferson County,Pennsylvania
subcounty,0,Dawson County-Wood River,Dawson County,Nebraska
subcounty,0,Big Springs,Union County,South Dakota
subcounty,0,Chappell,Deuel County,Nebraska
subcounty,0,Deuel County-Swan,Deuel County,Nebraska
subcounty,0,Clark,Mercer County,Pennsylvania
subcounty,0,Dixon County-Concord,Dixon County,Nebraska
subcounty,0,Daily,Dixon County,Nebraska
subcounty,5,Dixon County-Emerson,Dixon County,Nebraska
subcounty,0,Galena,Dixon County,Nebraska
subcounty,0,Dixon County-Hooker,Dixon County,Nebraska
subcounty,11,Dixon County-Logan,Dixon County,Nebraska
subcounty,0,Newcastle,Weston County,Wyoming
subcounty,3,Ottercreek,Dixon County,Nebraska
subcounty,0,Dixon County-Ponca,Dixon County,Nebraska
subcounty,0,Dixon County-Ponca,Dixon County,Nebraska
subcounty,0,Silvercreek,Greene County,Ohio
subcounty,0,Springbank,Dixon County,Nebraska
subcounty,90,Wakefield,Carroll County,New Hampshire
subcounty,2,Cotterell,Dodge County,Nebraska
subcounty,0,Dodge County-Cuming,Dodge County,Nebraska
subcounty,13,Dodge County-Elkhorn,Dodge County,Nebraska
subcounty,0,Dodge County-Everett,Dodge County,Nebraska
subcounty,927,Fremont,Moody County,South Dakota
subcounty,0,Hooper,Dodge County,Nebraska
