id,title,publisher,scrape_date,category,url,address,city,state,zip,latitude,longitude
4c6f3fe4-60c4-483d-afe0-323916cb9daf,‘Surveillance State’: NYT Report On Palantir Sparks Backlash From MAGA,dailycaller.com,2025-06-21,unknown,https://dailycaller.com/2025/06/21/palantir-alex-karp-maga-surveillance-nyt-steve-bannon/,,,,,,
63d9c526-e976-4436-8030-974751d9c056,Mahmoud Khalil vows to keep speaking out against the war in Gaza: 'The fight is far from over',nbcnews.com,2025-06-21,protest,https://www.nbcnews.com/video/mahmoud-khalil-vows-to-keep-speaking-out-against-the-war-in-gaza-242034245625,,,,,,
153ea859-aed8-435b-ad0f-8295ef67276f,New insight into Texas family detention reveals adults fighting kids for clean water,ajc.com,2025-06-21,detention,https://www.ajc.com/news/2025/06/new-insight-into-texas-family-detention-reveals-adults-fighting-kids-for-clean-water/,,,Texas,,,
ac5e0b44-8168-49e4-97cb-1a7879c3e928,Morgan Geekie hopes he has a good shot to return to the Bruins,bostonglobe.com,2025-06-21,unknown,https://www.bostonglobe.com/2025/06/21/sports/bruins-morgan-geekie/,,,,,,
f715a5a9-3df8-443e-8ea3-4275ce9e8940,"In case after case, federal judges in Mass. have been clear: Immigrants are entitled to due process rights",bostonglobe.com,2025-06-21,policy,https://www.bostonglobe.com/2025/06/21/metro/federal-court-due-process-rulings/,,,,,,
3df6f9d9-4a56-49e5-9027-cd3d5db2d7eb,"Anti-Israel protester Mahmoud Khalil makes emotional return home, embraces wife, and holds telling press conference with AOC",nypost.com,2025-06-21,protest,https://nypost.com/2025/06/21/us-news/anti-israel-protestor-mahmoud-khalil-makes-emotional-return-home-embraces-wife-and-holds-telling-press-conference-with-aoc/,,,,,,
a9f5ae23-c8ec-4067-ad11-a82969b06801,"Vance says National Guard still ""necessary"" in L.A., calls Sen. Alex Padilla ""José Padilla""",cbsnews.com,2025-06-21,unknown,https://www.cbsnews.com/texas/news/jd-vance-los-angeles-law-enforcement-marines/,,,,,,
acd07b03-be4c-48d4-8e59-5e9d787a2184,ICE Detention Numbers Have Reached a Record High,motherjones.com,2025-06-21,detention,https://www.motherjones.com/politics/2025/06/ice-detention-numbers-record-high/,,,New Jersey,,,
f1b69d8a-347c-4c35-8818-622e27a8699f,ICE Colorado: Anti-ICE activists help immigrant child rapist escape arrest,oann.com,2025-06-21,arrest,https://www.oann.com/newsroom/ice-colorado-anti-ice-activists-help-immigrant-child-rapist-escape-arrest/,,,Colorado,,,
22f5c385-dfab-4517-92fb-3ec4ff385080,What to know about activist Mahmoud Khalil and his release from immigration detention,ajc.com,2025-06-21,detention,https://www.ajc.com/news/2025/06/what-to-know-about-activist-mahmoud-khalil-and-his-release-from-immigration-detention/,,Atlanta,Georgia,,,
2607dfce-19d7-43db-a0e7-c385ce8e057b,Dodgers Boldly Deny Entry to ICE Agents at Stadium — Then Make Big Announcement for Immigrants,inquisitr.com,2025-06-21,protest,https://www.inquisitr.com/dodgers-boldly-deny-entry-to-ice-agents-at-stadium-then-make-big-announcement-for-immigrants,,Los Angeles,CA,,,
89bd97f1-5be9-4582-9737-c72f1fee46a0,"Utah ""No Kings"" protest update: Man released in shooting probe",newsweek.com,2025-06-21,protest,https://www.newsweek.com/utah-no-kings-protest-update-man-released-shooting-probe-2088792,,Salt Lake City,Utah,,,
12f4ac08-f7ce-405a-84e3-13d32dfcd0d7,Activist Mahmoud Khalil Freed From ICE Custody In Louisiana,newsone.com,2025-06-21,detention,https://newsone.com/6247402/activist-mahmoud-khalil-freed-from-ice-custody-in-louisiana/,,,Louisiana,,,
a0b970f2-068e-49b4-a60c-a9b1f6539987,Donald Trump touts effort to help farmers with migrant labor,USA Today,2025-06-21,policy,https://www.usatoday.com/story/news/politics/2025/06/20/trump-farmers-migrant-labor/84291870007/,,,,,,
e44c64ca-62c9-496d-a205-56b95a7f706c,"Gavin Newsom challenges JD Vance: ""How about saying it to my face?""",Newsweek,2025-06-21,unknown,https://www.newsweek.com/gavin-newsom-challenges-jd-vance-debate-los-angeles-riots-2088780,,,,,,
8fa41ab9-6ff1-4c64-9d34-42fcce53f618,Trump's on a collision course with many Americans over immigration,USA Today,2025-06-21,opinion,https://www.usatoday.com/story/news/nation/2025/06/21/trump-immigration-enforcement-no-kings/84245929007/,,,,,,
d0419beb-9d7f-465b-ad98-bf40e5320021,ICE Agent or Just Some Person?,The Atlantic,2025-06-21,unknown,https://www.theatlantic.com/newsletters/archive/2025/06/ice-agents-masked-dress-code/683270/?utm_source=feed,,,,,,
61912ed9-a135-44fc-9f66-c9f45a1f7065,Brad Lander's Stand,The Atlantic,2025-06-21,protest,https://www.theatlantic.com/ideas/archive/2025/06/brad-lander-ice-protests/683241/?utm_source=feed,,New York City,NY,,,
3aaecb44-d40a-4cf9-af1b-385986a191b4,North Carolina Gov. Stein vetoes his first bills. They are on concealed carry and immigration,Newsday,2025-06-21,policy,https://www.newsday.com/news/nation/north-carolina-governor-vetoes-g60383,,,,,,
0a2d96c7-5859-4e2b-93ec-daa7804ab262,Dodgers announce $1 million donation to aid families of immigrants affected by federal raids,Newsday,2025-06-21,unknown,https://www.newsday.com/sports/baseball/dodgers-immigration-statement-donation-m67576,,,,,,
db047d82-e048-4c22-98b3-730551494e48,Dodgers commit $1M toward families of immigrants 'impacted' by events,USA Today,2025-06-21,unknown,https://www.usatoday.com/story/sports/mlb/dodgers/2025/06/20/dodgers-1-million-commitment-immigrant-families-impacted/84293703007/,,,,,,
af1b1084-d8d0-4eba-adca-783a27405194,Many Americans are witnessing immigration arrests for the first time and reacting,Newsday,2025-06-21,arrest,https://www.newsday.com/news/nation/immigration-raids-arrests-ice-los-angeles-a70341,,Downey,CA,,,
29a21e15-362c-4b3b-aabe-cab5047a1a9f,ICE arrested Brad Lander. Democrats should follow his lead,USA Today,2025-06-21,arrest,https://www.usatoday.com/story/opinion/columnist/2025/06/21/democrats-lander-padilla-arrested-ice/84262741007/,,NYC,,,,
ab364e72-b794-4895-a82e-cd4f3354f71a,"'No Kings,' No Clue: The Left Screams at the Sky While America Returns to Reality",The Daily Signal,2025-06-21,opinion,https://www.dailysignal.com/2025/06/21/no-kings-no-clue-the-left-screams-at-the-sky-while-america-returns-to-reality/,,,,,,
d4a13000-e1b5-4b53-a8c0-fac44fdb90ee,NC governor vetoes his first bills. They are on concealed carry and immigration.,Pilot Online,2025-06-21,policy,https://www.pilotonline.com/2025/06/21/north-carolina-gov-veto/,,,,,,
e66a44ef-6a78-4a63-9b5c-3feb991610db,Summer reading: the 50 hottest books to read now,The Guardian,2025-06-21,unknown,https://www.theguardian.com/books/ng-interactive/2025/jun/21/summer-reading-the-50-hottest-books-to-read-now,,,,,,
391b1b46-267e-40a0-93e1-151c1b3c3af5,How the Zohran Mamdani Campaign Is Changing Influencer Culture,Rolling Stone,2025-06-21,unknown,https://www.rollingstone.com/culture/culture-features/zohran-mamdani-influencer-culture-1235368766/,,,,,,
477db996-6089-41d8-b594-a091fde692cc,Will two weeks ever come?: How Trump is ‘kicking the can down the road’ in Israel-Iran conflict,MSNBC,2025-06-21,unknown,https://www.msnbc.com/the-weekend/watch/will-two-weeks-ever-come-how-trump-is-kicking-the-can-down-the-road-in-israel-iran-conflict-242030149898,,,,,,
c094f756-2514-4038-9af1-ac9de9479e22,Trump orders ICE to 'Democrat Power Center' cities: Mapping immigrant populations,USA Today,2025-06-21,raid,https://www.usatoday.com/story/graphics/2025/06/20/trump-ice-raids-cities-immigrant-data-map/84242455007/,,,,,,
2b8b7ad0-882f-47ed-8a52-d6382b087928,Vance blames California Dems for violent immigration protests and calls Sen. Alex Padilla 'Jose',Newsday,2025-06-21,protest,https://www.newsday.com/long-island/politics/jd-vance-los-angeles-immigration-raids-trump-e37432,Wilshire Federal Building,Los Angeles,CA,90024,34.0566568,-118.448893
b6d60a4c-a02e-4346-9730-43fa6a0b817f,Shameful: Anti-ICE Activists Help Wanted Criminal Escape Arrest,RedState,2025-06-21,protest,https://redstate.com/wardclark/2025/06/21/shamful-anti-ice-activists-help-wanted-criminal-escape-arrest-n2190731,,Denver,Colorado,,,
ccde2a99-f2ff-4bc4-ab9f-c5d52433e507,'He knows my name': Sen. Alex Padilla reacts to JD Vance calling him 'José' during LA visit,MSNBC,2025-06-21,protest,https://www.msnbc.com/the-weekend/watch/-he-knows-my-name-sen-alex-padilla-reacts-to-jd-vance-calling-him-jose-during-la-visit-242029637991,,LA,,,,
56aebc53-3f2f-4046-8425-2d24e1d56431,Caribbean Matters: Racist ICE raids target Dominicans in Puerto Rico,Daily Kos,2025-06-21,raid,https://www.dailykos.com/stories/2025/6/21/2328220/-Caribbean-Matters-Racist-ICE-raids-target-Dominicans-in-Puerto-Rico?pm_campaign=blog&pm_medium=rss&pm_source=main,,,Puerto Rico,,,
58058eea-6e5e-4ea1-9730-37505f3ef42c,Trump cuts G-7 summit short as Israel–Iran conflict escalates during his 22nd week in office,foxnews.com,2025-06-21,unknown,https://www.foxnews.com/politics/trump-cuts-g-7-summit-short-israel-iran-conflict-escalates-during-his-22nd-week-office,,,,,,
ae78d4c3-1125-4000-80ae-f64e454298bc,'Secret police': Trump's immigration enforcers spark fury and fear in US,rawstory.com,2025-06-21,opinion,https://www.rawstory.com/trump-ice-2672410507/,,,,,,
2293f8b4-8725-456d-bc42-27629e8ad0ee,"Bernie Sanders endorses former punk rock musician with history of racist, sexist remarks",foxnews.com,2025-06-21,unknown,https://www.foxnews.com/politics/bernie-sanders-endorses-former-punk-rock-musician-history-racist-sexist-remarks,,,,,,
de5b434d-c8e4-490e-bdf2-a22d54a209d7,"Mahmoud Khalil blasts Trump after release: ""They chose the wrong person""",newsweek.com,2025-06-21,unknown,https://www.newsweek.com/mahmoud-khalil-blasts-trump-after-release-they-chose-wrong-person-2088733,,,,,,
e5f940d8-8329-4300-9b7b-f3a57666deb7,North Carolina Gov. Stein vetoes his first bills. They are on concealed carry and immigration,abcnews.go.com,2025-06-21,policy,https://abcnews.go.com/US/wireStory/north-carolina-gov-stein-vetoes-bills-concealed-carry-123058053,,,,,,
c3100283-7a91-4675-bd72-d20d69262c1d,Columbia activist Mahmoud Khalil released on bail,cbsnews.com,2025-06-21,unknown,https://www.cbsnews.com/video/columbia-activist-mahmoud-khalil-released-on-bail/,,,,,,
690f5d1e-f9b6-4c43-bd23-60aafb7ad379,Making 'Real Women Have Curves': How the Musical's ICE Storyline Captures Today's Realities,rollingstone.com,2025-06-21,unknown,https://www.rollingstone.com/music/music-latin/real-women-have-curves-musical-ice-storyline-hits-hard-1235367840/,,,,,,
ce01d7c5-20fc-444c-8491-390b5e34572a,ICE agents arrest Russian woman who attempted to enter Marine Corps Base Hawaii,stripes.com,2025-06-21,arrest,https://www.stripes.com/theaters/asia_pacific/2025-06-20/ice-arrest-marine-base-hawaii-18191503.html,,,Hawaii,,,
ec377ecf-6778-4ff9-999a-b5a3bad14f31,The World Waits With Bated Breath to See Which Donald Trump Will Be in Charge Next Week,slate.com,2025-06-21,unknown,https://slate.com/news-and-politics/2025/06/trump-iran-brad-lander-supreme-court-john-roberts-mike-lee.html?via=rss,,,,,,
129aa887-903c-4ebd-b41c-6cff2222775d,Anti-ICE activists help migrant child rapist escape arrest in Colorado: officials,foxnews.com,2025-06-21,protest,https://www.foxnews.com/us/anti-ice-activists-help-migrant-child-rapist-escape-arrest-colorado-officials,,,Colorado,,,
930732b2-9f35-4ed2-b9d3-f4ebf52f92f5,ICE arrests 17 illegal immigrants during inspection at Pennsylvania worksite,foxbusiness.com,2025-06-21,arrest,https://www.foxbusiness.com/fox-news-crime/ice-arrests-17-illegal-immigrants-during-inspection-pennsylvania-worksite,,,Pennsylvania,,,
46ac1d50-cf94-476a-ba68-164bafa58d98,Vance refers to Sen. Alex Padilla as 'José Padilla' in remarks during L.A. visit,msnbc.com,2025-06-21,unknown,https://www.msnbc.com/msnbc/watch/vance-refers-to-sen-alex-padilla-as-jose-padilla-in-remarks-during-l-a-visit-242016837896,,,,,,
94b275a4-691c-4daa-b962-58abacf4f5ab,"'Red flags' expose paid agitators in violent anti-ICE riots, CEO says",foxnews.com,2025-06-21,protest,https://www.foxnews.com/us/red-flags-expose-paid-agitators-violent-anti-ice-riots-ceo-says,,,,,,
d543adfd-4c8c-40b1-9944-ab456bde781e,"'It's Donald Trump's favorite interval,' Nicolle Wallace questions 2 week timeline for Iran decision",msnbc.com,2025-06-21,unknown,https://www.msnbc.com/deadline-white-house/watch/-it-s-donald-trump-s-favorite-interval-nicolle-wallace-questions-2-week-timeline-for-iran-decision-241995333957,,,,,,
6db647dc-c0a2-4b07-9588-0d70eeb13f1b,Man accused of trying to kidnap Memphis Mayor Paul Young,msnbc.com,2025-06-21,unknown,https://www.msnbc.com/chris-jansing-reports/watch/man-accused-of-trying-to-kidnap-memphis-mayor-paul-young-241984069558,,,,,,
330d430b-2cef-47ed-9b32-8590e4a80fe6,"‘Gone too far’: New evidence Trump, Stephen Miller are losing the battle over ICE raids",msnbc.com,2025-06-21,policy,https://www.msnbc.com/all-in/watch/-gone-too-far-new-evidence-trump-stephen-miller-are-losing-the-battle-over-ice-raids-242016837522,,,,,,
131d1f35-7302-42d5-bdfc-79bef8be5265,Most of the workers rounded up by ICE at Omaha food plant had no prior criminal history,omaha.com,2025-06-21,detention,https://omaha.com/news/local/crime-courts/article_48d546aa-e476-4fa0-a305-ea19a038f674.html,,,,,,
a2e7cb99-a218-4cde-a6ea-220a8c087661,"As ICE raids continue, parts of Los Angeles go empty",motherjones.com,2025-06-21,raid,https://www.motherjones.com/politics/2025/06/los-angeles-immigration-ice-empty-hiding/,,Los Angeles,CA,,,
b1ff182f-4e60-44c8-a8b4-4c2596c45cbd,"""Justice will prevail"": Mahmoud Khalil speaks out after release from ICE detention",msnbc.com,2025-06-21,detention,https://www.msnbc.com/msnbc/watch/-justice-will-prevail-mahmoud-khalil-speaks-out-after-release-from-ice-detention-242016325799,,,,,,
e6420971-7309-4db8-a6fb-e6526472e4ad,‘No human is illegal': Mahmoud Khalil released from detention,msnbc.com,2025-06-21,detention,https://www.msnbc.com/the-weeknight/watch/-no-human-is-illegal-mahmoud-khalil-released-from-detention-242015813544,,,,,,
0e86bb04-8b48-49c9-b4cf-529b2d7ea144,Vance gets the cause of fear in L.A. totally backward in trying to justify military presence,msnbc,2025-06-21,unknown,https://www.msnbc.com/the-briefing-with-jen-psaki/watch/vance-gets-the-cause-of-fear-in-l-a-totally-backward-in-trying-to-justify-military-presence-242025029895,,,,,,
5f996432-2d7e-4482-ae31-b3dcd911aba0,'She’s WRONG': Trump on his Intel Chief Tulsi Gabbard,msnbc,2025-06-21,unknown,https://www.msnbc.com/msnbc/watch/-she-s-wrong-trump-on-his-intel-chief-tulsi-gabbard-241996869655,,,,,,
d62687bd-3db6-4a21-88ff-65b6a2ac423a,Jen EXPOSES Trump’s ‘two weeks’ shtick,msnbc,2025-06-21,unknown,https://www.msnbc.com/msnbc/watch/jen-exposes-trump-s-two-weeks-shtick-241982533944,,,,,,
f1568e55-0b53-432a-9883-7e86385432d6,Trump admin. to shut down LGBTQ suicide prevention hotline,msnbc,2025-06-21,policy,https://www.msnbc.com/msnbc/watch/trump-admin-to-shut-down-lgbtq-suicide-prevention-hotline-242018885915,,,,,,
5f0e6b19-559b-4c63-b61f-60ac5efddd5b,ICE pushes dubious claim to justify agents covering their faces with masks,msnbc,2025-06-21,policy,https://www.msnbc.com/rachel-maddow-show/maddowblog/ice-pushes-dubious-claim-justify-agents-covering-faces-masks-rcna214071,,,,,,
980b1ea9-d6c1-452b-997e-6494003e35e4,‘Pandemic 2.0’: Business owner slams impacts of Trump tariffs,msnbc,2025-06-21,unknown,https://www.msnbc.com/the-weeknight/watch/-pandemic-2-0-business-owner-slams-impacts-of-trump-tariffs-241992773933,,,,,,
d5e6ab28-867c-486b-98cf-30f1d2775673,WATCH: Top Dem threatens to ‘go to court' over Trump admin blocking lawmakers from detention facilities,msnbc,2025-06-21,detention,https://www.msnbc.com/the-weeknight/watch/watch-top-dem-threatens-to-go-to-court-over-trump-admin-blocking-lawmakers-from-detention-facilities-242017861840,,,,,,
544b7f9f-c9df-4a4e-941a-cd820f4e0159,Judge Orders Anti-Israel Activist Mahmoud Khalil Be Released from ICE Custody,breitbart,2025-06-21,detention,https://www.breitbart.com/immigration/2025/06/20/judge-rules-anti-israel-activist-mahmoud-khalil-released-ice-custody/,,,,,,
5d56df91-40e5-401d-9fbc-945399fe034a,'She's wrong': Trump breaks with Gabbard on Iran assessment,msnbc,2025-06-21,unknown,https://www.msnbc.com/msnbc/watch/trump-says-gabbard-s-assessment-of-iran-s-nuclear-capabilities-is-wrong-241996869509,,,,,,
e48ba0e6-e8de-4978-bb2b-195dadcef476,Kristi Noem says criminal gangs shifting efforts to northern border,freep,2025-06-21,policy,https://www.freep.com/story/news/politics/2025/06/21/kristi-noem-detroit-northern-border-security-ms-13-gang/84284398007/,,,,,,
c7dd05b4-ba67-4745-8dc8-b26cd7cb99e1,Trump Is Vulnerable. Democrats Still Need a Strategy,nytimes,2025-06-21,opinion,https://www.nytimes.com/2025/06/21/opinion/trump-immigration-deportations.html,,,,,,
7dd67f0a-272a-45e3-9cc9-9c248535384a,"Militarized raids, street snatchings expose Trump's nature to Latinos who know authoritarian regimes",msnbc,2025-06-21,raid,https://www.msnbc.com/the-briefing-with-jen-psaki/watch/militarized-raids-street-snatchings-expose-trump-s-nature-to-latinos-who-know-authoritarian-regimes-242026565705,,,,,,
bb313401-ab7a-4fdf-8782-ae0d478f18fc,Here's What Ben Ferguson Said That Triggered Another Meltdown on CNN,townhall,2025-06-21,unknown,https://townhall.com//tipsheet/mattvespa/2025/06/21/heres-what-ben-ferguson-said-that-triggered-another-cnn-panel-to-melt-down-n2659188,,,,,,
12be4822-4813-456e-93d7-ff0777447738,'Deportation of dissent': Aussie writer deported after reporting on Gaza protests,msnbc,2025-06-21,detention,https://www.msnbc.com/all-in/watch/-deportation-of-dissent-aussie-writer-deported-after-reporting-on-gaza-protests-242018885563,,,,,,
7cd89a09-7497-42dc-bafc-7d0f530d2beb,Judge orders Trump administration to release Mahmoud Khalil,msnbc,2025-06-21,detention,https://www.msnbc.com/katy-tur/watch/judge-orders-trump-administration-to-release-mahmoud-khalil-241990213961,,,,,,
ab71dab7-6668-44c1-9f23-7a0310be302b,Inside the world of intense dramatic hostage negotiations,cnn,2025-06-21,unknown,https://www.cnn.com/2025/06/20/world/video/the-lead-documentary-detained-venezuela-hostage-jake-tapper,,,,,,
c9c5bd30-6074-4d7a-9863-d8842324caa1,Detroit student arrested on school field trip deported to Colombia,freep,2025-06-21,arrest,https://www.freep.com/story/news/local/michigan/detroit/2025/06/20/detroit-student-western-high-school-colombia-immigration-deported-border-patrol/84250740007/,,Detroit,Michigan,,,
4d151724-114a-47e9-b6aa-7f8ebf195cc0,BREAKING: Judge orders Trump admin. to release Mahmoud Kahlil,msnbc,2025-06-21,detention,https://www.msnbc.com/msnbc/watch/breaking-judge-orders-trump-admin-to-release-mahmoud-kahlil-241995334002,,,,,,
d1925d46-6298-4678-b86c-b326ee6d8ea5,Many Americans are witnessing immigration arrests for the first time and reacting,inquirer,2025-06-21,arrest,https://www.inquirer.com/wires/ap/many-americans-are-witnessing-immigration-arrests-first-time-reacting-20250621.html,,,,,,
cd592d73-346f-4911-b782-ff634e245a20,Border patrol agents arrest US citizen standing up for detained maintenance worker,cnn,2025-06-21,arrest,https://www.cnn.com/2025/06/20/us/video/border-patrol-detains-us-citizen-california-digvid,,,,,,
fe404a8c-3532-4fba-a60b-15ad8d595d4b,Vance refers to Democratic Sen. Alex Padilla as ‘José’ while defending Trump’s use of National Guard in LA,CNN,2025-06-21,unknown,https://www.cnn.com/2025/06/20/politics/jd-vance-calls-alex-padilla-jose-california,,,,,,
f493dc4e-f68c-4137-9ee8-73cce3d21e5a,Video shows missiles from Iran streaking skies of Israel,CNN,2025-06-21,unknown,https://www.cnn.com/2025/06/20/world/video/israeli-military-identifies-missiles-launched-from-iran-digvid,,,,,,
150ee068-53ae-40dd-aa96-015342dc11a2,Israel and Iran vow to keep fighting at UN Security Council meeting,CNN,2025-06-21,unknown,https://www.cnn.com/2025/06/20/world/video/israel-iran-un-security-council-clash-digvid,,,,,,
7ea8fbd1-c751-4739-9ade-c9b1c693f9b6,"Commentary: Welcome to the deportation resistance, Dodgers. What's next?",Los Angeles Times,2025-06-21,opinion,https://www.latimes.com/california/story/2025-06-21/dodgers-ice-raids-dodger-stadium,,,,,,
